graph_id,n,h,beta,K,variant,log_Z
n60_graph0,60,0.0,1.8,4,exact,146.015603
n60_graph0,60,0.0,1.8,5,asym,147.441220
n60_graph0,60,0.0,1.8,5,exact,146.581405
n60_graph0,60,0.0,1.8,6,asym,150.334817
n60_graph0,60,0.0,1.8,6,exact,149.475002
n60_graph0,60,0.0,1.8,7,asym,155.089317
n60_graph0,60,0.0,1.8,7,exact,154.229502
n60_graph0,60,0.0,1.8,8,asym,163.060798
n60_graph0,60,0.0,1.8,8,exact,162.200983
n60_graph0,60,0.0,2.5,3,asym,205.707482
n60_graph0,60,0.0,2.5,3,exact,205.483103
n60_graph0,60,0.0,2.5,4,asym,207.040599
n60_graph0,60,0.0,2.5,4,exact,207.482778
n60_graph0,60,0.0,2.5,5,asym,209.152677
n60_graph0,60,0.0,2.5,5,exact,208.142802
n60_graph0,60,0.0,2.5,6,asym,212.638201
n60_graph0,60,0.0,2.5,6,exact,211.628327
n60_graph0,60,0.0,2.5,7,asym,218.554478
n60_graph0,60,0.0,2.5,7,exact,217.544603
n60_graph0,60,0.0,2.5,8,asym,228.805597
n60_graph0,60,0.0,2.5,8,exact,227.795722
n60_graph0,60,0.0,5,3,asym,430.133685
n60_graph0,60,0.0,5,3,exact,429.902681
n60_graph0,60,0.0,5,4,asym,431.519616
n60_graph0,60,0.0,5,4,exact,431.981578
n60_graph0,60,0.0,5,5,asym,433.736961
n60_graph0,60,0.0,5,5,exact,432.674498
n60_graph0,60,0.0,5,6,asym,437.432293
n60_graph0,60,0.0,5,6,exact,436.369831
n60_graph0,60,0.0,5,7,asym,443.766734
n60_graph0,60,0.0,5,7,exact,442.704271
n60_graph0,60,0.0,5,8,asym,454.851279
n60_graph0,60,0.0,5,8,exact,453.788816
n60_graph1,60,0.0,0.1,3,asym,42.039402
n60_graph1,60,0.0,0.1,3,exact,42.039072
n60_graph1,60,0.0,0.1,4,asym,42.039600
n60_graph1,60,0.0,0.1,4,exact,42.039270
n60_graph1,60,0.0,0.1,5,asym,42.039631
n60_graph1,60,0.0,0.1,5,exact,42.039309
n60_graph1,60,0.0,0.1,6,asym,42.039636
n60_graph1,60,0.0,0.1,6,exact,42.039314
n60_graph1,60,0.0,0.1,7,asym,42.039637
n60_graph1,60,0.0,0.1,7,exact,42.039315
n60_graph1,60,0.0,0.1,8,asym,42.039637
n60_graph1,60,0.0,0.1,8,exact,42.039315
n60_graph1,60,0.0,0.2,3,asym,43.387170
n60_graph1,60,0.0,0.2,3,exact,43.384617
n60_graph1,60,0.0,0.2,4,asym,43.390203
n60_graph1,60,0.0,0.2,4,exact,43.387650
n60_graph1,60,0.0,0.2,5,asym,43.391162
n60_graph1,60,0.0,0.2,5,exact,43.388848
n60_graph1,60,0.0,0.2,6,asym,43.391477
n60_graph1,60,0.0,0.2,6,exact,43.389163
n60_graph1,60,0.0,0.2,7,asym,43.391584
n60_graph1,60,0.0,0.2,7,exact,43.389270
n60_graph1,60,0.0,0.2,8,asym,43.391621
n60_graph1,60,0.0,0.2,8,exact,43.389307
n60_graph1,60,0.0,0.3,3,asym,45.612062
n60_graph1,60,0.0,0.3,3,exact,45.603921
n60_graph1,60,0.0,0.3,4,asym,45.626413
n60_graph1,60,0.0,0.3,4,exact,45.618273
n60_graph1,60,0.0,0.3,5,asym,45.633120
n60_graph1,60,0.0,0.3,5,exact,45.626656
n60_graph1,60,0.0,0.3,6,asym,45.636378
n60_graph1,60,0.0,0.3,6,exact,45.629915
n60_graph1,60,0.0,0.3,7,asym,45.638006
n60_graph1,60,0.0,0.3,7,exact,45.631542
n60_graph1,60,0.0,0.3,8,asym,45.638836
n60_graph1,60,0.0,0.3,8,exact,45.632372
n60_graph1,60,0.0,0.5,3,asym,52.524623
n60_graph1,60,0.0,0.5,3,exact,52.493252
n60_graph1,60,0.0,0.5,4,asym,52.613814
n60_graph1,60,0.0,0.5,4,exact,52.582442
n60_graph1,60,0.0,0.5,5,asym,52.680552
n60_graph1,60,0.0,0.5,5,exact,52.665865
n60_graph1,60,0.0,0.5,6,asym,52.732242
n60_graph1,60,0.0,0.5,6,exact,52.717554
n60_graph1,60,0.0,0.5,7,asym,52.773297
n60_graph1,60,0.0,0.5,7,exact,52.758610
n60_graph1,60,0.0,0.5,8,asym,52.806539
n60_graph1,60,0.0,0.5,8,exact,52.791852
n60_graph1,60,0.0,0.8,3,asym,68.099069
n60_graph1,60,0.0,0.8,3,exact,68.013464
n60_graph1,60,0.0,0.8,4,asym,68.454411
n60_graph1,60,0.0,0.8,4,exact,68.368807
n60_graph1,60,0.0,0.8,5,asym,68.842987
n60_graph1,60,0.0,0.8,5,exact,68.854526
n60_graph1,60,0.0,0.8,6,asym,69.281686
n60_graph1,60,0.0,0.8,6,exact,69.293226
n60_graph1,60,0.0,0.8,7,asym,69.787917
n60_graph1,60,0.0,0.8,7,exact,69.799456
n60_graph1,60,0.0,0.8,8,asym,70.381627
n60_graph1,60,0.0,0.8,8,exact,70.393166
n60_graph1,60,0.0,1,3,asym,81.116910
n60_graph1,60,0.0,1,3,exact,80.994959
n60_graph1,60,0.0,1,4,asym,81.696914
n60_graph1,60,0.0,1,4,exact,81.574963
n60_graph1,60,0.0,1,5,asym,82.426864
n60_graph1,60,0.0,1,5,exact,82.487401
n60_graph1,60,0.0,1,6,asym,83.377593
n60_graph1,60,0.0,1,6,exact,83.438129
n60_graph1,60,0.0,1,7,asym,84.644405
n60_graph1,60,0.0,1,7,exact,84.704942
n60_graph1,60,0.0,1,8,asym,86.360010
n60_graph1,60,0.0,1,8,exact,86.420546
n60_graph1,60,0.0,1.3,3,asym,103.313110
n60_graph1,60,0.0,1.3,3,exact,103.148234
n60_graph1,60,0.0,1.3,4,asym,104.191433
n60_graph1,60,0.0,1.3,4,exact,104.026557
n60_graph1,60,0.0,1.3,5,asym,105.435483
n60_graph1,60,0.0,1.3,5,exact,105.581619
n60_graph1,60,0.0,1.3,6,asym,107.265901
n60_graph1,60,0.0,1.3,6,exact,107.412037
n60_graph1,60,0.0,1.3,7,asym,110.028909
n60_graph1,60,0.0,1.3,7,exact,110.175046
n60_graph1,60,0.0,1.3,8,asym,114.276481
n60_graph1,60,0.0,1.3,8,exact,114.422618
n60_graph1,60,0.0,1.8,3,asym,144.451074
n60_graph1,60,0.0,1.8,3,exact,144.246236
n60_graph1,60,0.0,1.8,4,asym,145.630652
n60_graph1,60,0.0,1.8,4,exact,145.425814
n60_graph1,60,0.0,1.8,5,asym,147.441220
n60_graph1,60,0.0,1.8,5,exact,147.689024
n60_graph1,60,0.0,1.8,6,asym,150.334817
n60_graph1,60,0.0,1.8,6,exact,150.582621
n60_graph1,60,0.0,1.8,7,asym,155.089317
n60_graph1,60,0.0,1.8,7,exact,155.337121
n60_graph1,60,0.0,1.8,8,asym,163.060798
n60_graph1,60,0.0,1.8,8,exact,163.308602
n60_graph1,60,0.0,2.5,3,asym,205.707482
n60_graph1,60,0.0,2.5,3,exact,205.483103
n60_graph1,60,0.0,2.5,4,asym,207.040599
n60_graph1,60,0.0,2.5,4,exact,206.816220
n60_graph1,60,0.0,2.5,5,asym,209.152677
n60_graph1,60,0.0,2.5,5,exact,209.456317
n60_graph1,60,0.0,2.5,6,asym,212.638201
n60_graph1,60,0.0,2.5,6,exact,212.941842
n60_graph1,60,0.0,2.5,7,asym,218.554478
n60_graph1,60,0.0,2.5,7,exact,218.858118
n60_graph1,60,0.0,2.5,8,asym,228.805597
n60_graph1,60,0.0,2.5,8,exact,229.109237
n60_graph1,60,0.0,5,3,asym,430.133685
n60_graph1,60,0.0,5,3,exact,429.902681
n60_graph1,60,0.0,5,4,asym,431.519616
n60_graph1,60,0.0,5,4,exact,431.288613
n60_graph1,60,0.0,5,5,asym,433.736961
n60_graph1,60,0.0,5,5,exact,434.060293
n60_graph1,60,0.0,5,6,asym,437.432293
n60_graph1,60,0.0,5,6,exact,437.755626
n60_graph1,60,0.0,5,7,asym,443.766734
n60_graph1,60,0.0,5,7,exact,444.090066
n60_graph1,60,0.0,5,8,asym,454.851279
n60_graph1,60,0.0,5,8,exact,455.174611
