graph_id,n,h,h_eff,beta,method,m,log_Z,log_Z_exact,rel_err,error_bound,runtime_s
n16_graph0,16,1.0,1.0,2.5,naive,4,100.000000,100.000000,0.000000e+00,4.474290e-11,0.0016
n16_graph0,16,1.0,1.0,2.5,naive,6,100.000000,100.000000,0.000000e+00,1.450946e-15,0.0128
n16_graph0,16,1.0,1.0,2.5,naive,8,100.000000,100.000000,0.000000e+00,5.123443e-20,0.0324
n16_graph0,16,1.0,1.0,2.5,naive,10,100.000000,100.000000,0.000000e+00,1.903123e-24,0.0511
n16_graph0,16,1.0,1.0,5.0,naive,2,200.000000,200.000000,0.000000e+00,4.990959e-13,0.0002
n16_graph0,16,1.0,1.0,5.0,naive,4,200.000000,200.000000,0.000000e+00,6.172280e-22,0.0015
n16_graph0,16,1.0,1.0,5.0,naive,6,200.000000,200.000000,0.000000e+00,9.087155e-31,0.0123
n16_graph0,16,1.0,1.0,5.0,naive,8,200.000000,200.000000,0.000000e+00,1.456779e-39,0.0321
n16_graph0,16,1.0,1.0,5.0,naive,10,200.000000,200.000000,0.000000e+00,2.456711e-48,0.0507
n16_graph1,16,0.0,0.0625,0.1,naive,2,12.289300,11.214570,9.583339e-02,4.135368e+02,0.0002
n16_graph1,16,0.0,0.0625,0.1,naive,4,10.743208,11.214570,4.203127e-02,2.419959e+02,0.0015
n16_graph1,16,0.0,0.0625,0.1,naive,6,11.460253,11.214570,2.190745e-02,1.685865e+02,0.0123
n16_graph1,16,0.0,0.0625,0.1,naive,8,10.971311,11.214570,2.169131e-02,1.278854e+02,0.0319
n16_graph1,16,0.0,0.0625,0.1,naive,10,11.333210,11.214570,1.057906e-02,1.020501e+02,0.0505
n16_graph1,16,0.0,0.0625,0.2,naive,2,11.547926,11.605842,4.990255e-03,2.004029e+02,0.0002
n16_graph1,16,0.0,0.0625,0.2,naive,4,12.047340,11.605842,3.804102e-02,1.143775e+02,0.0015
n16_graph1,16,0.0,0.0625,0.2,naive,6,11.290667,11.605842,2.715665e-02,7.771373e+01,0.0120
n16_graph1,16,0.0,0.0625,0.2,naive,8,11.623797,11.605842,1.547078e-03,5.749613e+01,0.0307
n16_graph1,16,0.0,0.0625,0.2,naive,10,11.665777,11.605842,5.164218e-03,4.474800e+01,0.0479
n16_graph1,16,0.0,0.0625,0.3,naive,2,11.256170,12.294910,8.448538e-02,1.294872e+02,0.0002
n16_graph1,16,0.0,0.0625,0.3,naive,4,12.519155,12.294910,1.823878e-02,7.207855e+01,0.0016
n16_graph1,16,0.0,0.0625,0.3,naive,6,12.507085,12.294910,1.725711e-02,4.776458e+01,0.0126
n16_graph1,16,0.0,0.0625,0.3,naive,8,12.294846,12.294910,5.247866e-06,3.446588e+01,0.0322
n16_graph1,16,0.0,0.0625,0.3,naive,10,12.238147,12.294910,4.616840e-03,2.616177e+01,0.0509
n16_graph1,16,0.0,0.0625,0.5,naive,2,13.566254,14.666278,7.500362e-02,7.297759e+01,0.0002
n16_graph1,16,0.0,0.0625,0.5,naive,4,14.093289,14.666278,3.906849e-02,3.864150e+01,0.0017
n16_graph1,16,0.0,0.0625,0.5,naive,6,14.516609,14.666278,1.020500e-02,2.435786e+01,0.0133
n16_graph1,16,0.0,0.0625,0.5,naive,8,14.625771,14.666278,2.761919e-03,1.671890e+01,0.0329
n16_graph1,16,0.0,0.0625,0.5,naive,10,14.754730,14.666278,6.031002e-03,1.207177e+01,0.0522
n16_graph1,16,0.0,0.0625,0.8,naive,2,20.150020,20.396233,1.207151e-02,4.151874e+01,0.0002
n16_graph1,16,0.0,0.0625,0.8,naive,4,20.222519,20.396233,8.516979e-03,2.039560e+01,0.0016
n16_graph1,16,0.0,0.0625,0.8,naive,6,20.376648,20.396233,9.602524e-04,1.192750e+01,0.0135
n16_graph1,16,0.0,0.0625,0.8,naive,8,20.395356,20.396233,4.298141e-05,7.595323e+00,0.0335
n16_graph1,16,0.0,0.0625,0.8,naive,10,20.420021,20.396233,1.166266e-03,5.087883e+00,0.0517
n16_graph1,16,0.0,0.0625,1.0,naive,2,25.041117,24.923424,4.722174e-03,3.119529e+01,0.0002
n16_graph1,16,0.0,0.0625,1.0,naive,4,25.062429,24.923424,5.577273e-03,1.457695e+01,0.0015
n16_graph1,16,0.0,0.0625,1.0,naive,6,25.145380,24.923424,8.905529e-03,8.108956e+00,0.0129
n16_graph1,16,0.0,0.0625,1.0,naive,8,25.149612,24.923424,9.075322e-03,4.911870e+00,0.0324
n16_graph1,16,0.0,0.0625,1.0,naive,10,25.155514,24.923424,9.312098e-03,3.129847e+00,0.0512
n16_graph1,16,0.0,0.0625,1.3,naive,2,32.506096,31.985936,1.626217e-02,2.183914e+01,0.0002
n16_graph1,16,0.0,0.0625,1.3,naive,4,32.510209,31.985936,1.639076e-02,9.467625e+00,0.0015
n16_graph1,16,0.0,0.0625,1.3,naive,6,32.545452,31.985936,1.749256e-02,4.886156e+00,0.0121
n16_graph1,16,0.0,0.0625,1.3,naive,8,32.545923,31.985936,1.750731e-02,2.745852e+00,0.0311
n16_graph1,16,0.0,0.0625,1.3,naive,10,32.546754,31.985936,1.753327e-02,1.623234e+00,0.0483
n16_graph1,16,0.0,0.0625,1.8,naive,2,45.000269,43.922066,2.454810e-02,1.347752e+01,0.0002
n16_graph1,16,0.0,0.0625,1.8,naive,4,45.000617,43.922066,2.455602e-02,5.156186e+00,0.0015
n16_graph1,16,0.0,0.0625,1.8,naive,6,45.009688,43.922066,2.476255e-02,2.348378e+00,0.0121
n16_graph1,16,0.0,0.0625,1.8,naive,8,45.009702,43.922066,2.476286e-02,1.164638e+00,0.0323
n16_graph1,16,0.0,0.0625,1.8,naive,10,45.009747,43.922066,2.476390e-02,6.075868e-01,0.0512
n16_graph1,16,0.0,0.0625,2.5,naive,2,62.500004,60.699960,2.965477e-02,7.781986e+00,0.0002
n16_graph1,16,0.0,0.0625,2.5,naive,4,62.500017,60.699960,2.965499e-02,2.499238e+00,0.0015
n16_graph1,16,0.0,0.0625,2.5,naive,6,62.501436,60.699960,2.967838e-02,9.555327e-01,0.0123
n16_graph1,16,0.0,0.0625,2.5,naive,8,62.501437,60.699960,2.967838e-02,3.978021e-01,0.0318
n16_graph1,16,0.0,0.0625,2.5,naive,10,62.501438,60.699960,2.967840e-02,1.742139e-01,0.0505
n16_graph1,16,0.0,0.0625,5.0,naive,2,125.000000,120.693193,3.568393e-02,1.759899e+00,0.0002
n16_graph1,16,0.0,0.0625,5.0,naive,4,125.000000,120.693193,3.568393e-02,3.025318e-01,0.0015
n16_graph1,16,0.0,0.0625,5.0,naive,6,125.000002,120.693193,3.568395e-02,6.191200e-02,0.0122
n16_graph1,16,0.0,0.0625,5.0,naive,8,125.000002,120.693193,3.568395e-02,1.379629e-02,0.0312
n16_graph1,16,0.0,0.0625,5.0,naive,10,125.000002,120.693193,3.568395e-02,3.234030e-03,0.0493
n16_graph1,16,0.1,0.1,0.1,naive,2,12.267869,11.215667,9.381536e-02,2.536570e+02,0.0002
n16_graph1,16,0.1,0.1,0.1,naive,4,10.760272,11.215667,4.060342e-02,1.462266e+02,0.0015
n16_graph1,16,0.1,0.1,0.1,naive,6,11.448837,11.215667,2.078973e-02,1.003521e+02,0.0121
n16_graph1,16,0.1,0.1,0.1,naive,8,10.987247,11.215667,2.036612e-02,7.499118e+01,0.0309
n16_graph1,16,0.1,0.1,0.1,naive,10,11.324865,11.215667,9.736185e-03,5.895060e+01,0.0481
n16_graph1,16,0.1,0.1,0.2,naive,2,11.543340,11.612043,5.916581e-03,1.206369e+02,0.0002
n16_graph1,16,0.1,0.1,0.2,naive,4,12.023038,11.612043,3.539383e-02,6.681716e+01,0.0016
n16_graph1,16,0.1,0.1,0.2,naive,6,11.326301,11.612043,2.460745e-02,4.405715e+01,0.0131
n16_graph1,16,0.1,0.1,0.2,naive,8,11.624111,11.612043,1.039279e-03,3.163213e+01,0.0331
n16_graph1,16,0.1,0.1,0.2,naive,10,11.661251,11.612043,4.237648e-03,2.389102e+01,0.0526
n16_graph1,16,0.1,0.1,0.3,naive,2,11.326306,12.315150,8.029494e-02,7.649590e+01,0.0002
n16_graph1,16,0.1,0.1,0.3,naive,4,12.497567,12.315150,1.481241e-02,4.070747e+01,0.0020
n16_graph1,16,0.1,0.1,0.3,naive,6,12.491447,12.315150,1.431545e-02,2.578877e+01,0.0135
n16_graph1,16,0.1,0.1,0.3,naive,8,12.311798,12.315150,2.721573e-04,1.778979e+01,0.0328
n16_graph1,16,0.1,0.1,0.3,naive,10,12.266022,12.315150,3.989200e-03,1.290938e+01,0.0512
n16_graph1,16,0.1,0.1,0.5,naive,2,13.815739,14.782848,6.542103e-02,4.151874e+01,0.0002
n16_graph1,16,0.1,0.1,0.5,naive,4,14.278452,14.782848,3.412041e-02,2.039560e+01,0.0015
n16_graph1,16,0.1,0.1,0.5,naive,6,14.626814,14.782848,1.055507e-02,1.192750e+01,0.0121
n16_graph1,16,0.1,0.1,0.5,naive,8,14.709502,14.782848,4.961585e-03,7.595323e+00,0.0316
n16_graph1,16,0.1,0.1,0.5,naive,10,14.799682,14.782848,1.138722e-03,5.087883e+00,0.0506
n16_graph1,16,0.1,0.1,0.8,naive,2,20.619590,20.911041,1.393768e-02,2.232019e+01,0.0002
n16_graph1,16,0.1,0.1,0.8,naive,4,20.678178,20.911041,1.113590e-02,9.724669e+00,0.0015
n16_graph1,16,0.1,0.1,0.8,naive,6,20.791357,20.911041,5.723509e-03,5.043971e+00,0.0126
n16_graph1,16,0.1,0.1,0.8,naive,8,20.803400,20.911041,5.147603e-03,2.848747e+00,0.0322
n16_graph1,16,0.1,0.1,0.8,naive,10,20.817256,20.911041,4.484959e-03,1.692503e+00,0.0509
n16_graph1,16,0.1,0.1,1.0,naive,2,25.637736,25.768543,5.076249e-03,1.614723e+01,0.0002
n16_graph1,16,0.1,0.1,1.0,naive,4,25.653978,25.768543,4.445945e-03,6.494285e+00,0.0016
n16_graph1,16,0.1,0.1,1.0,naive,6,25.710556,25.768543,2.250334e-03,3.109464e+00,0.0123
n16_graph1,16,0.1,0.1,1.0,naive,8,25.713010,25.768543,2.155076e-03,1.621150e+00,0.0318
n16_graph1,16,0.1,0.1,1.0,naive,10,25.715870,25.768543,2.044092e-03,8.891096e-01,0.0496
n16_graph1,16,0.1,0.1,1.3,naive,2,33.285486,33.329941,1.333785e-03,1.067853e+01,0.0002
n16_graph1,16,0.1,0.1,1.3,naive,4,33.288344,33.329941,1.248039e-03,3.809163e+00,0.0015
n16_graph1,16,0.1,0.1,1.3,naive,6,33.309869,33.329941,6.022050e-04,1.617590e+00,0.0132
n16_graph1,16,0.1,0.1,1.3,naive,8,33.310104,33.329941,5.951624e-04,7.479813e-01,0.0329
n16_graph1,16,0.1,0.1,1.3,naive,10,33.310425,33.329941,5.855310e-04,3.638375e-01,0.0519
n16_graph1,16,0.1,0.1,1.8,naive,2,46.080234,46.088723,1.841773e-04,5.990851e+00,0.0002
n16_graph1,16,0.1,0.1,1.8,naive,4,46.080440,46.088723,1.797025e-04,1.749636e+00,0.0015
n16_graph1,16,0.1,0.1,1.8,naive,6,46.085047,46.088723,7.976261e-05,6.083138e-01,0.0131
n16_graph1,16,0.1,0.1,1.8,naive,8,46.085052,46.088723,7.964935e-05,2.302985e-01,0.0326
n16_graph1,16,0.1,0.1,1.8,naive,10,46.085064,46.088723,7.938840e-05,9.171682e-02,0.0513
n16_graph1,16,0.1,0.1,2.5,naive,2,64.000003,64.000928,1.445016e-05,3.024448e+00,0.0002
n16_graph1,16,0.1,0.1,2.5,naive,4,64.000009,64.000928,1.434984e-05,6.675793e-01,0.0015
n16_graph1,16,0.1,0.1,2.5,naive,6,64.000565,64.000928,5.672312e-06,1.754205e-01,0.0121
n16_graph1,16,0.1,0.1,2.5,naive,8,64.000565,64.000928,5.671873e-06,5.019280e-02,0.0308
n16_graph1,16,0.1,0.1,2.5,naive,10,64.000565,64.000928,5.669374e-06,1.510764e-02,0.0479
n16_graph1,16,0.1,0.1,5.0,naive,2,128.000000,128.000000,3.275302e-09,4.200639e-01,0.0002
n16_graph1,16,0.1,0.1,5.0,naive,4,128.000000,128.000000,3.275007e-09,3.410968e-02,0.0015
n16_graph1,16,0.1,0.1,5.0,naive,6,128.000000,128.000000,8.851051e-10,3.297317e-03,0.0122
n16_graph1,16,0.1,0.1,5.0,naive,8,128.000000,128.000000,8.851051e-10,3.470781e-04,0.0317
n16_graph1,16,0.1,0.1,5.0,naive,10,128.000000,128.000000,8.851047e-10,3.843157e-05,0.0501
n16_graph1,16,0.2,0.2,0.1,naive,2,12.214275,11.218956,8.871761e-02,1.206369e+02,0.0002
n16_graph1,16,0.2,0.2,0.1,naive,4,10.804626,11.218956,3.693128e-02,6.681716e+01,0.0015
n16_graph1,16,0.2,0.2,0.1,naive,6,11.422694,11.218956,1.816011e-02,4.405715e+01,0.0126
n16_graph1,16,0.2,0.2,0.1,naive,8,11.026766,11.218956,1.713085e-02,3.163213e+01,0.0320
n16_graph1,16,0.2,0.2,0.1,naive,10,11.307320,11.218956,7.876287e-03,2.389102e+01,0.0515
n16_graph1,16,0.2,0.2,0.2,naive,2,11.543922,11.630619,7.454211e-03,5.456750e+01,0.0002
n16_graph1,16,0.2,0.2,0.2,naive,4,11.974575,11.630619,2.957336e-02,2.789961e+01,0.0015
n16_graph1,16,0.2,0.2,0.2,naive,6,11.415312,11.630619,1.851205e-02,1.698177e+01,0.0130
n16_graph1,16,0.2,0.2,0.2,naive,8,11.636246,11.630619,4.837757e-04,1.125515e+01,0.0330
n16_graph1,16,0.2,0.2,0.2,naive,10,11.662992,11.630619,2.783393e-03,7.847189e+00,0.0521
n16_graph1,16,0.2,0.2,0.3,naive,2,11.530587,12.375421,6.826716e-02,3.290551e+01,0.0002
n16_graph1,16,0.2,0.2,0.3,naive,4,12.489058,12.375421,9.182410e-03,1.553063e+01,0.0015
n16_graph1,16,0.2,0.2,0.3,naive,6,12.493369,12.375421,9.530757e-03,8.726306e+00,0.0125
n16_graph1,16,0.2,0.2,0.3,naive,8,12.378127,12.375421,2.185815e-04,5.338943e+00,0.0319
n16_graph1,16,0.2,0.2,0.3,naive,10,12.352240,12.375421,1.873162e-03,3.436169e+00,0.0505
n16_graph1,16,0.2,0.2,0.5,naive,2,14.493682,15.106097,4.054097e-02,1.614723e+01,0.0002
n16_graph1,16,0.2,0.2,0.5,naive,4,14.821257,15.106097,1.885599e-02,6.494285e+00,0.0015
n16_graph1,16,0.2,0.2,0.5,naive,6,15.028650,15.106097,5.126898e-03,3.109464e+00,0.0120
n16_graph1,16,0.2,0.2,0.5,naive,8,15.068138,15.106097,2.512821e-03,1.621150e+00,0.0312
n16_graph1,16,0.2,0.2,0.5,naive,10,15.102941,15.106097,2.089801e-04,8.891096e-01,0.0498
n16_graph1,16,0.2,0.2,0.8,naive,2,21.875501,21.977487,4.640517e-03,7.456959e+00,0.0002
n16_graph1,16,0.2,0.2,0.8,naive,4,21.908842,21.977487,3.123450e-03,2.359199e+00,0.0015
n16_graph1,16,0.2,0.2,0.8,naive,6,21.958619,21.977487,8.585289e-04,8.885626e-01,0.0129
n16_graph1,16,0.2,0.2,0.8,naive,8,21.962354,21.977487,6.886089e-04,3.644140e-01,0.0323
n16_graph1,16,0.2,0.2,0.8,naive,10,21.965344,21.977487,5.525394e-04,1.572159e-01,0.0516
n16_graph1,16,0.2,0.2,1.0,naive,2,27.230114,27.262932,1.203752e-03,4.872511e+00,0.0002
n16_graph1,16,0.2,0.2,1.0,naive,4,27.238037,27.262932,9.131497e-04,1.313616e+00,0.0015
n16_graph1,16,0.2,0.2,1.0,naive,6,27.258479,27.262932,1.633339e-04,4.216041e-01,0.0122
n16_graph1,16,0.2,0.2,1.0,naive,8,27.259056,27.262932,1.421563e-04,1.473414e-01,0.0322
n16_graph1,16,0.2,0.2,1.0,naive,10,27.259473,27.262932,1.268595e-04,5.416753e-02,0.0511
n16_graph1,16,0.2,0.2,1.3,naive,2,35.364154,35.371601,2.105363e-04,2.763952e+00,0.0002
n16_graph1,16,0.2,0.2,1.3,naive,4,35.365247,35.371601,1.796406e-04,5.861590e-01,0.0015
n16_graph1,16,0.2,0.2,1.3,naive,6,35.371041,35.371601,1.583664e-05,1.479862e-01,0.0129
n16_graph1,16,0.2,0.2,1.3,naive,8,35.371077,35.371601,1.479901e-05,4.068276e-02,0.0326
n16_graph1,16,0.2,0.2,1.3,naive,10,35.371103,35.371601,1.407217e-05,1.176506e-02,0.0507
n16_graph1,16,0.2,0.2,1.8,naive,2,48.960162,48.960992,1.694319e-05,1.198383e+00,0.0002
n16_graph1,16,0.2,0.2,1.8,naive,4,48.960214,48.960992,1.588668e-05,1.703581e-01,0.0016
n16_graph1,16,0.2,0.2,1.8,naive,6,48.960971,48.960992,4.237385e-07,2.883040e-02,0.0122
n16_graph1,16,0.2,0.2,1.8,naive,8,48.960971,48.960992,4.153081e-07,5.312784e-03,0.0313
n16_graph1,16,0.2,0.2,1.8,naive,10,48.960972,48.960992,4.082061e-07,1.029883e-03,0.0489
n16_graph1,16,0.2,0.2,2.5,naive,2,68.000002,68.000048,6.858041e-07,4.200639e-01,0.0002
n16_graph1,16,0.2,0.2,2.5,naive,4,68.000003,68.000048,6.726734e-07,3.410968e-02,0.0015
n16_graph1,16,0.2,0.2,2.5,naive,6,68.000048,68.000048,3.342550e-09,3.297317e-03,0.0125
n16_graph1,16,0.2,0.2,2.5,naive,8,68.000048,68.000048,3.330147e-09,3.470781e-04,0.0320
n16_graph1,16,0.2,0.2,2.5,naive,10,68.000048,68.000048,3.313862e-09,3.843157e-05,0.0507
n16_graph1,16,0.2,0.2,5.0,naive,2,136.000000,136.000000,1.516089e-11,1.528918e-02,0.0002
n16_graph1,16,0.2,0.2,5.0,naive,4,136.000000,136.000000,1.515567e-11,1.680186e-04,0.0015
n16_graph1,16,0.2,0.2,5.0,naive,6,136.000000,136.000000,2.089832e-16,2.198120e-06,0.0128
n16_graph1,16,0.2,0.2,5.0,naive,8,136.000000,136.000000,2.089832e-16,3.131332e-08,0.0324
n16_graph1,16,0.2,0.2,5.0,naive,10,136.000000,136.000000,2.089832e-16,4.692464e-10,0.0518
n16_graph1,16,0.5,0.5,0.1,naive,2,12.083369,11.241959,7.484545e-02,4.151874e+01,0.0002
n16_graph1,16,0.5,0.5,0.1,naive,4,10.930374,11.241959,2.771630e-02,2.039560e+01,0.0015
n16_graph1,16,0.5,0.5,0.1,naive,6,11.377632,11.241959,1.206844e-02,1.192750e+01,0.0122
n16_graph1,16,0.5,0.5,0.1,naive,8,11.127641,11.241959,1.016891e-02,7.595323e+00,0.0316
n16_graph1,16,0.5,0.5,0.1,naive,10,11.288701,11.241959,4.157789e-03,5.087883e+00,0.0512
n16_graph1,16,0.5,0.5,0.2,naive,2,11.647676,11.759530,9.511722e-03,1.614723e+01,0.0002
n16_graph1,16,0.5,0.5,0.2,naive,4,11.958184,11.759530,1.689307e-02,6.494285e+00,0.0016
n16_graph1,16,0.5,0.5,0.2,naive,6,11.668251,11.759530,7.762100e-03,3.109464e+00,0.0131
n16_graph1,16,0.5,0.5,0.2,naive,8,11.758669,11.759530,7.318520e-05,1.621150e+00,0.0324
n16_graph1,16,0.5,0.5,0.2,naive,10,11.768537,11.759530,7.659717e-04,8.891096e-01,0.0508
n16_graph1,16,0.5,0.5,0.3,naive,2,12.274334,12.780180,3.958052e-02,8.366219e+00,0.0002
n16_graph1,16,0.5,0.5,0.3,naive,4,12.802068,12.780180,1.712646e-03,2.754887e+00,0.0015
n16_graph1,16,0.5,0.5,0.3,naive,6,12.813400,12.780180,2.599360e-03,1.079939e+00,0.0131
n16_graph1,16,0.5,0.5,0.3,naive,8,12.782824,12.780180,2.068636e-04,4.609756e-01,0.0327
n16_graph1,16,0.5,0.5,0.3,naive,10,12.778117,12.780180,1.614063e-04,2.069908e-01,0.0512
n16_graph1,16,0.5,0.5,0.5,naive,2,16.615689,16.784734,1.007140e-02,3.024448e+00,0.0002
n16_graph1,16,0.5,0.5,0.5,naive,4,16.733631,16.784734,3.044644e-03,6.675793e-01,0.0015
n16_graph1,16,0.5,0.5,0.5,naive,6,16.777762,16.784734,4.153954e-04,1.754205e-01,0.0122
n16_graph1,16,0.5,0.5,0.5,naive,8,16.782123,16.784734,1.555802e-04,5.019280e-02,0.0310
n16_graph1,16,0.5,0.5,0.5,naive,10,16.784154,16.784734,3.461052e-05,1.510764e-02,0.0480
n16_graph1,16,0.5,0.5,0.8,naive,2,25.666779,25.677646,4.232116e-04,8.786173e-01,0.0002
n16_graph1,16,0.5,0.5,0.8,naive,4,25.673163,25.677646,1.746056e-04,1.064339e-01,0.0015
n16_graph1,16,0.5,0.5,0.8,naive,6,25.677464,25.677646,7.106348e-06,1.534902e-02,0.0132
n16_graph1,16,0.5,0.5,0.8,naive,8,25.677579,25.677646,2.633909e-06,2.410266e-03,0.0330
n16_graph1,16,0.5,0.5,0.8,naive,10,25.677610,25.677646,1.417888e-06,3.981472e-04,0.0522
n16_graph1,16,0.5,0.5,1.0,naive,2,32.015653,32.017621,6.144958e-05,4.200639e-01,0.0002
n16_graph1,16,0.5,0.5,1.0,naive,4,32.016629,32.017621,3.097468e-05,3.410968e-02,0.0015
n16_graph1,16,0.5,0.5,1.0,naive,6,32.017609,32.017621,3.648383e-07,3.297317e-03,0.0124
n16_graph1,16,0.5,0.5,1.0,naive,8,32.017617,32.017621,1.211027e-07,3.470781e-04,0.0315
n16_graph1,16,0.5,0.5,1.0,naive,10,32.017618,32.017621,7.828598e-08,3.843157e-05,0.0514
n16_graph1,16,0.5,0.5,1.3,naive,2,41.601841,41.602022,4.372731e-06,1.484008e-01,0.0002
n16_graph1,16,0.5,0.5,1.3,naive,4,41.601908,41.602022,2.759878e-06,6.613355e-03,0.0015
n16_graph1,16,0.5,0.5,1.3,naive,6,41.602022,41.602022,4.998699e-09,3.508554e-04,0.0123
n16_graph1,16,0.5,0.5,1.3,naive,8,41.602022,41.602022,1.494023e-09,2.026833e-05,0.0313
n16_graph1,16,0.5,0.5,1.3,naive,10,41.602022,41.602022,1.145941e-09,1.231692e-06,0.0486
n16_graph1,16,0.5,0.5,1.8,naive,2,57.600054,57.600059,7.505338e-08,2.885875e-02,0.0002
n16_graph1,16,0.5,0.5,1.8,naive,4,57.600055,57.600059,5.885562e-08,4.731171e-04,0.0015
n16_graph1,16,0.5,0.5,1.8,naive,6,57.600059,57.600059,5.004757e-12,9.233800e-06,0.0128
n16_graph1,16,0.5,0.5,1.8,naive,8,57.600059,57.600059,1.371741e-12,1.962347e-07,0.0323
n16_graph1,16,0.5,0.5,1.8,naive,10,57.600059,57.600059,1.205084e-12,4.386979e-09,0.0501
n16_graph1,16,0.5,0.5,2.5,naive,2,80.000000,80.000000,3.483034e-10,3.213569e-03,0.0002
n16_graph1,16,0.5,0.5,2.5,naive,4,80.000000,80.000000,3.140631e-10,1.299172e-05,0.0022
n16_graph1,16,0.5,0.5,2.5,naive,6,80.000000,80.000000,3.552714e-16,6.252678e-08,0.0130
n16_graph1,16,0.5,0.5,2.5,naive,8,80.000000,80.000000,0.000000e+00,3.276794e-10,0.0329
n16_graph1,16,0.5,0.5,2.5,naive,10,80.000000,80.000000,0.000000e+00,1.806453e-12,0.0527
n16_graph1,16,0.5,0.5,5.0,naive,2,160.000000,160.000000,0.000000e+00,1.642546e-06,0.0003
n16_graph1,16,0.5,0.5,5.0,naive,4,160.000000,160.000000,0.000000e+00,4.474290e-11,0.0021
n16_graph1,16,0.5,0.5,5.0,naive,6,160.000000,160.000000,0.000000e+00,1.450946e-15,0.0130
n16_graph1,16,0.5,0.5,5.0,naive,8,160.000000,160.000000,0.000000e+00,5.123443e-20,0.0323
n16_graph1,16,0.5,0.5,5.0,naive,10,160.000000,160.000000,0.000000e+00,1.903123e-24,0.0513
n16_graph1,16,1.0,1.0,0.1,naive,2,11.957236,11.323803,5.593822e-02,1.614723e+01,0.0002
n16_graph1,16,1.0,1.0,0.1,naive,4,11.130943,11.323803,1.703134e-02,6.494285e+00,0.0015
n16_graph1,16,1.0,1.0,0.1,naive,6,11.392309,11.323803,6.049734e-03,3.109464e+00,0.0129
n16_graph1,16,1.0,1.0,0.1,naive,8,11.275925,11.323803,4.228086e-03,1.621150e+00,0.0325
n16_graph1,16,1.0,1.0,0.1,naive,10,11.339885,11.323803,1.420230e-03,8.891096e-01,0.0505
n16_graph1,16,1.0,1.0,0.2,naive,2,12.103185,12.205035,8.344977e-03,4.872511e+00,0.0002
n16_graph1,16,1.0,1.0,0.2,naive,4,12.281438,12.205035,6.259897e-03,1.313616e+00,0.0015
n16_graph1,16,1.0,1.0,0.2,naive,6,12.183667,12.205035,1.750773e-03,4.216041e-01,0.0124
n16_graph1,16,1.0,1.0,0.2,naive,8,12.204225,12.205035,6.643287e-05,1.473414e-01,0.0315
n16_graph1,16,1.0,1.0,0.2,naive,10,12.206040,12.205035,8.233657e-05,5.416753e-02,0.0493
n16_graph1,16,1.0,1.0,0.3,naive,2,13.843905,14.043667,1.422435e-02,1.953938e+00,0.0002
n16_graph1,16,1.0,1.0,0.3,naive,4,14.042001,14.043667,1.185778e-04,3.531089e-01,0.0015
n16_graph1,16,1.0,1.0,0.3,naive,6,14.047339,14.043667,2.615006e-04,7.596739e-02,0.0123
n16_graph1,16,1.0,1.0,0.3,naive,8,14.043935,14.043667,1.908890e-05,1.779629e-02,0.0319
n16_graph1,16,1.0,1.0,0.3,naive,10,14.043655,14.043667,8.160895e-07,4.385568e-03,0.0502
n16_graph1,16,1.0,1.0,0.5,naive,2,20.341805,20.367859,1.279172e-03,4.200639e-01,0.0002
n16_graph1,16,1.0,1.0,0.5,naive,4,20.364298,20.367859,1.748769e-04,3.410968e-02,0.0015
n16_graph1,16,1.0,1.0,0.5,naive,6,20.367722,20.367859,6.741887e-06,3.297317e-03,0.0125
n16_graph1,16,1.0,1.0,0.5,naive,8,20.367838,20.367859,1.067880e-06,3.470781e-04,0.0316
n16_graph1,16,1.0,1.0,0.5,naive,10,20.367856,20.367859,1.496410e-07,3.843157e-05,0.0484
n16_graph1,16,1.0,1.0,0.8,naive,2,32.028122,32.028654,1.660542e-05,5.499535e-02,0.0002
n16_graph1,16,1.0,1.0,0.8,naive,4,32.028578,32.028654,2.362204e-06,1.345039e-03,0.0016
n16_graph1,16,1.0,1.0,0.8,naive,6,32.028654,32.028654,1.242305e-08,3.916197e-05,0.0127
n16_graph1,16,1.0,1.0,0.8,naive,8,32.028654,32.028654,6.990020e-10,1.241589e-06,0.0322
n16_graph1,16,1.0,1.0,0.8,naive,10,32.028654,32.028654,1.492655e-10,4.140809e-08,0.0497
n16_graph1,16,1.0,1.0,1.0,naive,2,40.005511,40.005553,1.055175e-06,1.528918e-02,0.0002
n16_graph1,16,1.0,1.0,1.0,naive,4,40.005547,40.005553,1.603504e-07,1.680186e-04,0.0019
n16_graph1,16,1.0,1.0,1.0,naive,6,40.005553,40.005553,1.668874e-10,2.198120e-06,0.0128
n16_graph1,16,1.0,1.0,1.0,naive,8,40.005553,40.005553,3.976178e-12,3.131332e-08,0.0324
n16_graph1,16,1.0,1.0,1.0,naive,10,40.005553,40.005553,9.633622e-13,4.692464e-10,0.0496
n16_graph1,16,1.0,1.0,1.3,naive,2,52.000491,52.000492,2.023599e-08,2.360582e-03,0.0002
n16_graph1,16,1.0,1.0,1.3,naive,4,52.000492,52.000492,3.266277e-09,7.813382e-06,0.0015
n16_graph1,16,1.0,1.0,1.3,naive,6,52.000492,52.000492,3.015679e-13,3.078787e-08,0.0123
n16_graph1,16,1.0,1.0,1.3,naive,8,52.000492,52.000492,2.049623e-15,1.321003e-10,0.0320
