graph_id,n,h,h_eff,beta,method,m,log_Z,log_Z_exact,rel_err,error_bound,runtime_s
n16_graph3,16,0.2,0.2,1.8,naive,8,48.960210,48.960220,2.060698e-07,5.312784e-03,0.0374
n16_graph3,16,0.2,0.2,1.8,naive,10,48.960210,48.960220,2.059974e-07,1.029883e-03,0.0594
n16_graph3,16,0.2,0.2,2.5,naive,2,68.000002,68.000003,1.439997e-08,4.200639e-01,0.0002
n16_graph3,16,0.2,0.2,2.5,naive,4,68.000003,68.000003,1.720460e-09,3.410968e-02,0.0017
n16_graph3,16,0.2,0.2,2.5,naive,6,68.000003,68.000003,1.659292e-09,3.297317e-03,0.0141
n16_graph3,16,0.2,0.2,2.5,naive,8,68.000003,68.000003,1.659231e-09,3.470781e-04,0.0376
n16_graph3,16,0.2,0.2,2.5,naive,10,68.000003,68.000003,1.659221e-09,3.843157e-05,0.0587
n16_graph3,16,0.2,0.2,5.0,naive,2,136.000000,136.000000,5.224579e-15,1.528918e-02,0.0002
n16_graph3,16,0.2,0.2,5.0,naive,4,136.000000,136.000000,0.000000e+00,1.680186e-04,0.0019
n16_graph3,16,0.2,0.2,5.0,naive,6,136.000000,136.000000,0.000000e+00,2.198120e-06,0.0143
n16_graph3,16,0.2,0.2,5.0,naive,8,136.000000,136.000000,0.000000e+00,3.131332e-08,0.0376
n16_graph3,16,0.2,0.2,5.0,naive,10,136.000000,136.000000,0.000000e+00,4.692464e-10,0.0586
n16_graph3,16,0.5,0.5,0.1,naive,2,12.083369,11.239982,7.503456e-02,4.151874e+01,0.0002
n16_graph3,16,0.5,0.5,0.1,naive,4,10.966702,11.239982,2.431318e-02,2.039560e+01,0.0017
n16_graph3,16,0.5,0.5,0.1,naive,6,11.379626,11.239982,1.242387e-02,1.192750e+01,0.0148
n16_graph3,16,0.5,0.5,0.1,naive,8,11.173427,11.239982,5.921190e-03,7.595323e+00,0.0391
n16_graph3,16,0.5,0.5,0.1,naive,10,11.277256,11.239982,3.316227e-03,5.087883e+00,0.0601
n16_graph3,16,0.5,0.5,0.2,naive,2,11.647676,11.744745,8.264904e-03,1.614723e+01,0.0002
n16_graph3,16,0.5,0.5,0.2,naive,4,11.934608,11.744745,1.616577e-02,6.494285e+00,0.0017
n16_graph3,16,0.5,0.5,0.2,naive,6,11.702531,11.744745,3.594334e-03,3.109464e+00,0.0141
n16_graph3,16,0.5,0.5,0.2,naive,8,11.732739,11.744745,1.022256e-03,1.621150e+00,0.0375
n16_graph3,16,0.5,0.5,0.2,naive,10,11.758970,11.744745,1.211161e-03,8.891096e-01,0.0585
n16_graph3,16,0.5,0.5,0.3,naive,2,12.274334,12.740608,3.659748e-02,8.366219e+00,0.0002
n16_graph3,16,0.5,0.5,0.3,naive,4,12.750807,12.740608,8.004613e-04,2.754887e+00,0.0017
n16_graph3,16,0.5,0.5,0.3,naive,6,12.771324,12.740608,2.410853e-03,1.079939e+00,0.0140
n16_graph3,16,0.5,0.5,0.3,naive,8,12.752259,12.740608,9.144794e-04,4.609756e-01,0.0372
n16_graph3,16,0.5,0.5,0.3,naive,10,12.740493,12.740608,9.051335e-06,2.069908e-01,0.0634
n16_graph3,16,0.5,0.5,0.5,naive,2,16.615689,16.742415,7.569202e-03,3.024448e+00,0.0002
n16_graph3,16,0.5,0.5,0.5,naive,4,16.713557,16.742415,1.723674e-03,6.675793e-01,0.0017
n16_graph3,16,0.5,0.5,0.5,naive,6,16.734113,16.742415,4.959081e-04,1.754205e-01,0.0140
n16_graph3,16,0.5,0.5,0.5,naive,8,16.739535,16.742415,1.720189e-04,5.019280e-02,0.0375
n16_graph3,16,0.5,0.5,0.5,naive,10,16.741434,16.742415,5.862965e-05,1.510764e-02,0.0585
n16_graph3,16,0.5,0.5,0.8,naive,2,25.666779,25.672116,2.078682e-04,8.786173e-01,0.0002
n16_graph3,16,0.5,0.5,0.8,naive,4,25.671530,25.672116,2.280813e-05,1.064339e-01,0.0017
n16_graph3,16,0.5,0.5,0.8,naive,6,25.672039,25.672116,2.997974e-06,1.534902e-02,0.0141
n16_graph3,16,0.5,0.5,0.8,naive,8,25.672092,25.672116,9.413576e-07,2.410266e-03,0.0374
n16_graph3,16,0.5,0.5,0.8,naive,10,25.672104,25.672116,4.651553e-07,3.981472e-04,0.0583
n16_graph3,16,0.5,0.5,1.0,naive,2,32.015653,32.016409,2.361525e-05,4.200639e-01,0.0002
n16_graph3,16,0.5,0.5,1.0,naive,4,32.016362,32.016409,1.461955e-06,3.410968e-02,0.0017
n16_graph3,16,0.5,0.5,1.0,naive,6,32.016407,32.016409,7.735747e-08,3.297317e-03,0.0140
n16_graph3,16,0.5,0.5,1.0,naive,8,32.016409,32.016409,2.042415e-08,3.470781e-04,0.0373
n16_graph3,16,0.5,0.5,1.0,naive,10,32.016409,32.016409,1.167307e-08,3.843157e-05,0.0593
n16_graph3,16,0.5,0.5,1.3,naive,2,41.601841,41.601892,1.230593e-06,1.484008e-01,0.0002
n16_graph3,16,0.5,0.5,1.3,naive,4,41.601890,41.601892,3.331578e-08,6.613355e-03,0.0017
n16_graph3,16,0.5,0.5,1.3,naive,6,41.601892,41.601892,3.725724e-10,3.508554e-04,0.0139
n16_graph3,16,0.5,0.5,1.3,naive,8,41.601892,41.601892,8.422708e-11,2.026833e-05,0.0373
n16_graph3,16,0.5,0.5,1.3,naive,10,41.601892,41.601892,6.000312e-11,1.231692e-06,0.0582
n16_graph3,16,0.5,0.5,1.8,naive,2,57.600054,57.600055,1.305193e-08,2.885875e-02,0.0002
n16_graph3,16,0.5,0.5,1.8,naive,4,57.600055,57.600055,8.932562e-11,4.731171e-04,0.0017
n16_graph3,16,0.5,0.5,1.8,naive,6,57.600055,57.600055,6.735347e-14,9.233800e-06,0.0141
n16_graph3,16,0.5,0.5,1.8,naive,8,57.600055,57.600055,1.418617e-14,1.962347e-07,0.0376
n16_graph3,16,0.5,0.5,1.8,naive,10,57.600055,57.600055,1.258252e-14,4.386979e-09,0.0586
n16_graph3,16,0.5,0.5,2.5,naive,2,80.000000,80.000000,3.003269e-11,3.213569e-03,0.0002
n16_graph3,16,0.5,0.5,2.5,naive,4,80.000000,80.000000,2.859934e-14,1.299172e-05,0.0019
n16_graph3,16,0.5,0.5,2.5,naive,6,80.000000,80.000000,0.000000e+00,6.252678e-08,0.0148
n16_graph3,16,0.5,0.5,2.5,naive,8,80.000000,80.000000,0.000000e+00,3.276794e-10,0.0384
n16_graph3,16,0.5,0.5,2.5,naive,10,80.000000,80.000000,0.000000e+00,1.806453e-12,0.0596
n16_graph3,16,0.5,0.5,5.0,naive,2,160.000000,160.000000,0.000000e+00,1.642546e-06,0.0002
n16_graph3,16,0.5,0.5,5.0,naive,4,160.000000,160.000000,0.000000e+00,4.474290e-11,0.0017
n16_graph3,16,0.5,0.5,5.0,naive,6,160.000000,160.000000,0.000000e+00,1.450946e-15,0.0143
n16_graph3,16,0.5,0.5,5.0,naive,8,160.000000,160.000000,0.000000e+00,5.123443e-20,0.0377
n16_graph3,16,0.5,0.5,5.0,naive,10,160.000000,160.000000,0.000000e+00,1.903123e-24,0.0588
n16_graph3,16,1.0,1.0,0.1,naive,2,11.957236,11.321892,5.611639e-02,1.614723e+01,0.0002
n16_graph3,16,1.0,1.0,0.1,naive,4,11.153241,11.321892,1.489607e-02,6.494285e+00,0.0018
n16_graph3,16,1.0,1.0,0.1,naive,6,11.392621,11.321892,6.247113e-03,3.109464e+00,0.0143
n16_graph3,16,1.0,1.0,0.1,naive,8,11.294347,11.321892,2.432886e-03,1.621150e+00,0.0388
n16_graph3,16,1.0,1.0,0.1,naive,10,11.334524,11.321892,1.115736e-03,8.891096e-01,0.0612
n16_graph3,16,1.0,1.0,0.2,naive,2,12.103185,12.193129,7.376618e-03,4.872511e+00,0.0002
n16_graph3,16,1.0,1.0,0.2,naive,4,12.265352,12.193129,5.923313e-03,1.313616e+00,0.0018
n16_graph3,16,1.0,1.0,0.2,naive,6,12.184509,12.193129,7.069097e-04,4.216041e-01,0.0151
n16_graph3,16,1.0,1.0,0.2,naive,8,12.190698,12.193129,1.993732e-04,1.473414e-01,0.0413
n16_graph3,16,1.0,1.0,0.2,naive,10,12.194629,12.193129,1.230155e-04,5.416753e-02,0.0636
n16_graph3,16,1.0,1.0,0.3,naive,2,13.843905,14.023666,1.281845e-02,1.953938e+00,0.0002
n16_graph3,16,1.0,1.0,0.3,naive,4,14.021729,14.023666,1.381801e-04,3.531089e-01,0.0019
n16_graph3,16,1.0,1.0,0.3,naive,6,14.026587,14.023666,2.082587e-04,7.596739e-02,0.0157
n16_graph3,16,1.0,1.0,0.3,naive,8,14.024478,14.023666,5.786177e-05,1.779629e-02,0.0413
n16_graph3,16,1.0,1.0,0.3,naive,10,14.023729,14.023666,4.461416e-06,4.385568e-03,0.0651
n16_graph3,16,1.0,1.0,0.5,naive,2,20.341805,20.361952,9.894440e-04,4.200639e-01,0.0003
n16_graph3,16,1.0,1.0,0.5,naive,4,20.360320,20.361952,8.017976e-05,3.410968e-02,0.0021
n16_graph3,16,1.0,1.0,0.5,naive,6,20.361795,20.361952,7.739908e-06,3.297317e-03,0.0155
n16_graph3,16,1.0,1.0,0.5,naive,8,20.361932,20.361952,1.006682e-06,3.470781e-04,0.0401
n16_graph3,16,1.0,1.0,0.5,naive,10,20.361949,20.361952,1.520382e-07,3.843157e-05,0.0621
n16_graph3,16,1.0,1.0,0.8,naive,2,32.028122,32.028454,1.037089e-05,5.499535e-02,0.0002
n16_graph3,16,1.0,1.0,0.8,naive,4,32.028446,32.028454,2.611412e-07,1.345039e-03,0.0019
n16_graph3,16,1.0,1.0,0.8,naive,6,32.028454,32.028454,5.007500e-09,3.916197e-05,0.0151
n16_graph3,16,1.0,1.0,0.8,naive,8,32.028454,32.028454,2.437561e-10,1.241589e-06,0.0390
n16_graph3,16,1.0,1.0,0.8,naive,10,32.028454,32.028454,2.723886e-11,4.140809e-08,0.0611
n16_graph3,16,1.0,1.0,1.0,naive,2,40.005511,40.005535,5.959682e-07,1.528918e-02,0.0002
n16_graph3,16,1.0,1.0,1.0,naive,4,40.005535,40.005535,6.830905e-09,1.680186e-04,0.0017
n16_graph3,16,1.0,1.0,1.0,naive,6,40.005535,40.005535,3.157144e-11,2.198120e-06,0.0141
n16_graph3,16,1.0,1.0,1.0,naive,8,40.005535,40.005535,6.811386e-13,3.131332e-08,0.0374
n16_graph3,16,1.0,1.0,1.0,naive,10,40.005535,40.005535,6.465044e-14,4.692464e-10,0.0586
n16_graph3,16,1.0,1.0,1.3,naive,2,52.000491,52.000491,1.055342e-08,2.360582e-03,0.0002
n16_graph3,16,1.0,1.0,1.3,naive,4,52.000491,52.000491,3.776198e-11,7.813382e-06,0.0017
n16_graph3,16,1.0,1.0,1.3,naive,6,52.000491,52.000491,1.721683e-14,3.078787e-08,0.0142
n16_graph3,16,1.0,1.0,1.3,naive,8,52.000491,52.000491,0.000000e+00,1.321003e-10,0.0380
n16_graph3,16,1.0,1.0,1.3,naive,10,52.000491,52.000491,0.000000e+00,5.962418e-13,0.0594
n16_graph3,16,1.0,1.0,1.8,naive,2,72.000009,72.000009,1.755040e-11,1.118536e-04,0.0004
n16_graph3,16,1.0,1.0,1.8,naive,4,72.000009,72.000009,8.684410e-15,5.010499e-08,0.0023
n16_graph3,16,1.0,1.0,1.8,naive,6,72.000009,72.000009,0.000000e+00,2.671977e-11,0.0175
n16_graph3,16,1.0,1.0,1.8,naive,8,72.000009,72.000009,0.000000e+00,1.551558e-14,0.0429
n16_graph3,16,1.0,1.0,1.8,naive,10,72.000009,72.000009,0.000000e+00,9.477581e-18,0.0650
n16_graph3,16,1.0,1.0,2.5,naive,2,100.000000,100.000000,2.700062e-15,1.642546e-06,0.0002
n16_graph3,16,1.0,1.0,2.5,naive,4,100.000000,100.000000,0.000000e+00,4.474290e-11,0.0019
n16_graph3,16,1.0,1.0,2.5,naive,6,100.000000,100.000000,0.000000e+00,1.450946e-15,0.0166
n16_graph3,16,1.0,1.0,2.5,naive,8,100.000000,100.000000,0.000000e+00,5.123443e-20,0.0419
n16_graph3,16,1.0,1.0,2.5,naive,10,100.000000,100.000000,0.000000e+00,1.903123e-24,0.0637
n16_graph3,16,1.0,1.0,5.0,naive,2,200.000000,200.000000,0.000000e+00,4.990959e-13,0.0002
n16_graph3,16,1.0,1.0,5.0,naive,4,200.000000,200.000000,0.000000e+00,6.172280e-22,0.0021
n16_graph3,16,1.0,1.0,5.0,naive,6,200.000000,200.000000,0.000000e+00,9.087155e-31,0.0154
n16_graph3,16,1.0,1.0,5.0,naive,8,200.000000,200.000000,0.000000e+00,1.456779e-39,0.0405
n16_graph3,16,1.0,1.0,5.0,naive,10,200.000000,200.000000,0.000000e+00,2.456711e-48,0.0626
n30_graph1,30,0.0,0.03333333333333333,0.1,insects,2,23.074651,nan,nan,1.475204e+03,0.0088
n30_graph1,30,0.0,0.03333333333333333,0.1,insects,4,20.263683,nan,nan,8.733994e+02,0.0357
n30_graph1,30,0.0,0.03333333333333333,0.1,insects,6,21.390741,nan,nan,6.155938e+02,0.7206
n30_graph1,30,0.0,0.03333333333333333,0.2,insects,2,21.662571,nan,nan,7.254067e+02,0.0116
n30_graph1,30,0.0,0.03333333333333333,0.2,insects,4,22.376651,nan,nan,4.237909e+02,0.0407
n30_graph1,30,0.0,0.03333333333333333,0.2,insects,6,21.507261,nan,nan,2.947423e+02,0.7193
n30_graph1,30,0.0,0.03333333333333333,0.3,insects,2,21.007870,nan,nan,4.756068e+02,0.0087
n30_graph1,30,0.0,0.03333333333333333,0.3,insects,4,22.903482,nan,nan,2.741748e+02,0.0357
n30_graph1,30,0.0,0.03333333333333333,0.3,insects,6,23.213187,nan,nan,1.881602e+02,0.6645
n30_graph1,30,0.0,0.03333333333333333,0.5,insects,2,25.076561,nan,nan,2.760005e+02,0.0092
n30_graph1,30,0.0,0.03333333333333333,0.5,insects,4,25.695396,nan,nan,1.549203e+02,0.0374
n30_graph1,30,0.0,0.03333333333333333,0.5,insects,6,25.991930,nan,nan,1.035207e+02,0.7106
n30_graph1,30,0.0,0.03333333333333333,0.8,insects,2,37.097622,nan,nan,1.640756e+02,0.0096
n30_graph1,30,0.0,0.03333333333333333,0.8,insects,4,37.140109,nan,nan,8.848515e+01,0.0370
n30_graph1,30,0.0,0.03333333333333333,0.8,insects,6,37.151134,nan,nan,5.680906e+01,0.7048
n30_graph1,30,0.0,0.03333333333333333,1.0,insects,2,46.082456,nan,nan,1.269487e+02,0.0082
n30_graph1,30,0.0,0.03333333333333333,1.0,insects,4,46.089371,nan,nan,6.666129e+01,0.0356
n30_graph1,30,0.0,0.03333333333333333,1.0,insects,6,46.090377,nan,nan,4.167156e+01,0.6932
n30_graph1,30,0.0,0.03333333333333333,1.3,insects,2,59.812415,nan,nan,9.287843e+01,0.0087
n30_graph1,30,0.0,0.03333333333333333,1.3,insects,4,59.812987,nan,nan,4.685850e+01,0.0358
n30_graph1,30,0.0,0.03333333333333333,1.3,insects,6,59.813019,nan,nan,2.814379e+01,0.7017
n30_graph1,30,0.0,0.03333333333333333,1.8,insects,2,82.800562,nan,nan,6.169783e+01,0.0087
n30_graph1,30,0.0,0.03333333333333333,1.8,insects,4,82.800579,nan,nan,2.911994e+01,0.0366
n30_graph1,30,0.0,0.03333333333333333,1.8,insects,6,82.800579,nan,nan,1.636182e+01,0.7071
n30_graph1,30,0.0,0.03333333333333333,2.5,insects,2,115.000008,nan,nan,3.950869e+01,0.0083
n30_graph1,30,0.0,0.03333333333333333,2.5,insects,4,115.000008,nan,nan,1.698553e+01,0.0333
n30_graph1,30,0.0,0.03333333333333333,2.5,insects,6,115.000008,nan,nan,8.693331e+00,0.7000
n30_graph1,30,0.0,0.03333333333333333,5.0,insects,2,230.000000,nan,nan,1.297778e+01,0.0068
n30_graph1,30,0.0,0.03333333333333333,5.0,insects,4,230.000000,nan,nan,3.997809e+00,0.0342
n30_graph1,30,0.0,0.03333333333333333,5.0,insects,6,230.000000,nan,nan,1.466102e+00,0.6798
n30_graph1,30,0.1,0.1,0.1,insects,2,23.002254,nan,nan,4.756068e+02,0.0066
n30_graph1,30,0.1,0.1,0.1,insects,4,20.311762,nan,nan,2.741748e+02,0.0307
n30_graph1,30,0.1,0.1,0.1,insects,6,21.360632,nan,nan,1.881602e+02,0.6751
n30_graph1,30,0.1,0.1,0.2,insects,2,21.643762,nan,nan,2.261943e+02,0.0072
n30_graph1,30,0.1,0.1,0.2,insects,4,22.309010,nan,nan,1.252822e+02,0.0336
n30_graph1,30,0.1,0.1,0.2,insects,6,21.556004,nan,nan,8.260716e+01,0.6498
n30_graph1,30,0.1,0.1,0.3,insects,2,21.236823,nan,nan,1.434298e+02,0.0084
n30_graph1,30,0.1,0.1,0.3,insects,4,22.896260,nan,nan,7.632650e+01,0.0334
n30_graph1,30,0.1,0.1,0.3,insects,6,23.148085,nan,nan,4.835395e+01,0.6579
n30_graph1,30,0.1,0.1,0.5,insects,2,25.904511,nan,nan,7.784764e+01,0.0084
n30_graph1,30,0.1,0.1,0.5,insects,4,26.398363,nan,nan,3.824175e+01,0.0338
n30_graph1,30,0.1,0.1,0.5,insects,6,26.604943,nan,nan,2.236407e+01,0.6595
n30_graph1,30,0.1,0.1,0.8,insects,2,38.661731,nan,nan,4.185035e+01,0.0075
n30_graph1,30,0.1,0.1,0.8,insects,4,38.691582,nan,nan,1.823375e+01,0.0331
n30_graph1,30,0.1,0.1,0.8,insects,6,38.697812,nan,nan,9.457445e+00,0.6722
n30_graph1,30,0.1,0.1,1.0,insects,2,48.070755,nan,nan,3.027605e+01,0.0095
n30_graph1,30,0.1,0.1,1.0,insects,4,48.075237,nan,nan,1.217679e+01,0.0358
n30_graph1,30,0.1,0.1,1.0,insects,6,48.075734,nan,nan,5.830245e+00,0.6512
n30_graph1,30,0.1,0.1,1.3,insects,2,62.410286,nan,nan,2.002224e+01,0.0072
n30_graph1,30,0.1,0.1,1.3,insects,4,62.410616,nan,nan,7.142180e+00,0.0319
n30_graph1,30,0.1,0.1,1.3,insects,6,62.410629,nan,nan,3.032980e+00,0.6040
n30_graph1,30,0.1,0.1,1.8,insects,2,86.400439,nan,nan,1.123285e+01,0.0089
n30_graph1,30,0.1,0.1,1.8,insects,4,86.400447,nan,nan,3.280568e+00,0.0317
n30_graph1,30,0.1,0.1,1.8,insects,6,86.400447,nan,nan,1.140588e+00,0.6325
n30_graph1,30,0.1,0.1,2.5,insects,2,120.000006,nan,nan,5.670840e+00,0.0102
n30_graph1,30,0.1,0.1,2.5,insects,4,120.000006,nan,nan,1.251711e+00,0.0356
n30_graph1,30,0.1,0.1,2.5,insects,6,120.000006,nan,nan,3.289134e-01,0.6561
n30_graph1,30,0.1,0.1,5.0,insects,2,240.000000,nan,nan,7.876198e-01,0.0069
n30_graph1,30,0.1,0.1,5.0,insects,4,240.000000,nan,nan,6.395565e-02,0.0328
n30_graph1,30,0.1,0.1,5.0,insects,6,240.000000,nan,nan,6.182469e-03,0.6734
n30_graph1,30,0.2,0.2,0.1,insects,2,22.901766,nan,nan,2.261943e+02,0.0090
n30_graph1,30,0.2,0.2,0.1,insects,4,20.382204,nan,nan,1.252822e+02,0.0338
n30_graph1,30,0.2,0.2,0.1,insects,6,21.323920,nan,nan,8.260716e+01,0.7063
n30_graph1,30,0.2,0.2,0.2,insects,2,21.644853,nan,nan,1.023141e+02,0.0100
n30_graph1,30,0.2,0.2,0.2,insects,4,22.242685,nan,nan,5.231177e+01,0.0453
n30_graph1,30,0.2,0.2,0.2,insects,6,21.635515,nan,nan,3.184082e+01,0.7745
n30_graph1,30,0.2,0.2,0.3,insects,2,21.619850,nan,nan,6.169783e+01,0.0081
n30_graph1,30,0.2,0.2,0.3,insects,4,22.979920,nan,nan,2.911994e+01,0.0342
n30_graph1,30,0.2,0.2,0.3,insects,6,23.164638,nan,nan,1.636182e+01,0.7650
n30_graph1,30,0.2,0.2,0.5,insects,2,27.175653,nan,nan,3.027605e+01,0.0086
n30_graph1,30,0.2,0.2,0.5,insects,4,27.528409,nan,nan,1.217679e+01,0.0413
n30_graph1,30,0.2,0.2,0.5,insects,6,27.648771,nan,nan,5.830245e+00,0.7986
n30_graph1,30,0.2,0.2,0.8,insects,2,41.016564,nan,nan,1.398180e+01,0.0087
n30_graph1,30,0.2,0.2,0.8,insects,4,41.034221,nan,nan,4.423498e+00,0.0403
n30_graph1,30,0.2,0.2,0.8,insects,6,41.036880,nan,nan,1.666055e+00,0.7705
n30_graph1,30,0.2,0.2,1.0,insects,2,51.056464,nan,nan,9.135958e+00,0.0095
n30_graph1,30,0.2,0.2,1.0,insects,4,51.058817,nan,nan,2.463030e+00,0.0334
n30_graph1,30,0.2,0.2,1.0,insects,6,51.058991,nan,nan,7.905077e-01,0.7004
n30_graph1,30,0.2,0.2,1.3,insects,2,66.307788,nan,nan,5.182410e+00,0.0084
n30_graph1,30,0.2,0.2,1.3,insects,4,66.307934,nan,nan,1.099048e+00,0.0470
n30_graph1,30,0.2,0.2,1.3,insects,6,66.307937,nan,nan,2.774741e-01,0.7345
n30_graph1,30,0.2,0.2,1.8,insects,2,91.800304,nan,nan,2.246968e+00,0.0073
n30_graph1,30,0.2,0.2,1.8,insects,4,91.800306,nan,nan,3.194214e-01,0.0367
n30_graph1,30,0.2,0.2,1.8,insects,6,91.800306,nan,nan,5.405700e-02,0.6885
n30_graph1,30,0.2,0.2,2.5,insects,2,127.500003,nan,nan,7.876198e-01,0.0096
n30_graph1,30,0.2,0.2,2.5,insects,4,127.500003,nan,nan,6.395565e-02,0.0339
n30_graph1,30,0.2,0.2,2.5,insects,6,127.500003,nan,nan,6.182469e-03,0.7828
n30_graph1,30,0.2,0.2,5.0,insects,2,255.000000,nan,nan,2.866721e-02,0.0114
n30_graph1,30,0.2,0.2,5.0,insects,4,255.000000,nan,nan,3.150349e-04,0.0448
n30_graph1,30,0.2,0.2,5.0,insects,6,255.000000,nan,nan,4.121476e-06,0.7925
n30_graph1,30,0.5,0.5,0.1,insects,2,22.656316,nan,nan,7.784764e+01,0.0084
n30_graph1,30,0.5,0.5,0.1,insects,4,20.586108,nan,nan,3.824175e+01,0.0366
n30_graph1,30,0.5,0.5,0.1,insects,6,21.268072,nan,nan,2.236407e+01,0.7577
n30_graph1,30,0.5,0.5,0.2,insects,2,21.839393,nan,nan,3.027605e+01,0.0123
n30_graph1,30,0.5,0.5,0.2,insects,4,22.271583,nan,nan,1.217679e+01,0.0601
n30_graph1,30,0.5,0.5,0.2,insects,6,21.952562,nan,nan,5.830245e+00,0.6861
n30_graph1,30,0.5,0.5,0.3,insects,2,23.014376,nan,nan,1.568666e+01,0.0082
n30_graph1,30,0.5,0.5,0.3,insects,4,23.766580,nan,nan,5.165413e+00,0.0303
n30_graph1,30,0.5,0.5,0.3,insects,6,23.839690,nan,nan,2.024885e+00,0.6199
n30_graph1,30,0.5,0.5,0.5,insects,2,31.154416,nan,nan,5.670840e+00,0.0071
n30_graph1,30,0.5,0.5,0.5,insects,4,31.284713,nan,nan,1.251711e+00,0.0281
n30_graph1,30,0.5,0.5,0.5,insects,6,31.308855,nan,nan,3.289134e-01,0.6149
n30_graph1,30,0.5,0.5,0.8,insects,2,48.125211,nan,nan,1.647407e+00,0.0077
n30_graph1,30,0.5,0.5,0.8,insects,4,48.128971,nan,nan,1.995635e-01,0.0317
n30_graph1,30,0.5,0.5,0.8,insects,6,48.129185,nan,nan,2.877941e-02,0.5912
n30_graph1,30,0.5,0.5,1.0,insects,2,60.029350,nan,nan,7.876198e-01,0.0079
n30_graph1,30,0.5,0.5,1.0,insects,4,60.029703,nan,nan,6.395565e-02,0.0288
n30_graph1,30,0.5,0.5,1.0,insects,6,60.029710,nan,nan,6.182469e-03,0.5966
n30_graph1,30,0.5,0.5,1.3,insects,2,78.003451,nan,nan,2.782515e-01,0.0076
n30_graph1,30,0.5,0.5,1.3,insects,4,78.003464,nan,nan,1.240004e-02,0.0330
n30_graph1,30,0.5,0.5,1.3,insects,6,78.003464,nan,nan,6.578538e-04,0.6064
n30_graph1,30,0.5,0.5,1.8,insects,2,108.000102,nan,nan,5.411016e-02,0.0072
n30_graph1,30,0.5,0.5,1.8,insects,4,108.000102,nan,nan,8.870946e-04,0.0296
n30_graph1,30,0.5,0.5,1.8,insects,6,108.000102,nan,nan,1.731338e-05,0.5964
n30_graph1,30,0.5,0.5,2.5,insects,2,150.000001,nan,nan,6.025442e-03,0.0090
n30_graph1,30,0.5,0.5,2.5,insects,4,150.000001,nan,nan,2.435947e-05,0.0325
n30_graph1,30,0.5,0.5,2.5,insects,6,150.000001,nan,nan,1.172377e-07,0.6124
n30_graph1,30,0.5,0.5,5.0,insects,2,300.000000,nan,nan,3.079775e-06,0.0073
n30_graph1,30,0.5,0.5,5.0,insects,4,300.000000,nan,nan,8.389293e-11,0.0315
n30_graph1,30,0.5,0.5,5.0,insects,6,300.000000,nan,nan,2.720524e-15,0.5970
n30_graph1,30,1.0,1.0,0.1,insects,2,22.419817,nan,nan,3.027605e+01,0.0078
n30_graph1,30,1.0,1.0,0.1,insects,4,20.925283,nan,nan,1.217679e+01,0.0304
n30_graph1,30,1.0,1.0,0.1,insects,6,21.324282,nan,nan,5.830245e+00,0.6014
n30_graph1,30,1.0,1.0,0.2,insects,2,22.693471,nan,nan,9.135958e+00,0.0085
n30_graph1,30,1.0,1.0,0.2,insects,4,22.942442,nan,nan,2.463030e+00,0.0329
n30_graph1,30,1.0,1.0,0.2,insects,6,22.832508,nan,nan,7.905077e-01,0.6794
n30_graph1,30,1.0,1.0,0.3,insects,2,25.957321,nan,nan,3.663634e+00,0.0087
n30_graph1,30,1.0,1.0,0.3,insects,4,26.241572,nan,nan,6.620792e-01,0.0411
n30_graph1,30,1.0,1.0,0.3,insects,6,26.257301,nan,nan,1.424389e-01,0.6637
n30_graph1,30,1.0,1.0,0.5,insects,2,38.140885,nan,nan,7.876198e-01,0.0072
n30_graph1,30,1.0,1.0,0.5,insects,4,38.166665,nan,nan,6.395565e-02,0.0303
n30_graph1,30,1.0,1.0,0.5,insects,6,38.168396,nan,nan,6.182469e-03,0.6151
n30_graph1,30,1.0,1.0,0.8,insects,2,60.052729,nan,nan,1.031163e-01,0.0064
n30_graph1,30,1.0,1.0,0.8,insects,4,60.053036,nan,nan,2.521948e-03,0.0305
n30_graph1,30,1.0,1.0,0.8,insects,6,60.053039,nan,nan,7.342870e-05,0.6408
n30_graph1,30,1.0,1.0,1.0,insects,2,75.010334,nan,nan,2.866721e-02,0.0080
n30_graph1,30,1.0,1.0,1.0,insects,4,75.010350,nan,nan,3.150349e-04,0.0340
n30_graph1,30,1.0,1.0,1.0,insects,6,75.010350,nan,nan,4.121476e-06,0.6542
n30_graph1,30,1.0,1.0,1.3,insects,2,97.500920,nan,nan,4.426091e-03,0.0077
n30_graph1,30,1.0,1.0,1.3,insects,4,97.500921,nan,nan,1.465009e-05,0.0328
n30_graph1,30,1.0,1.0,1.3,insects,6,97.500921,nan,nan,5.772727e-08,0.6560
n30_graph1,30,1.0,1.0,1.8,insects,2,135.000017,nan,nan,2.097255e-04,0.0072
n30_graph1,30,1.0,1.0,1.8,insects,4,135.000017,nan,nan,9.394686e-08,0.0317
n30_graph1,30,1.0,1.0,1.8,insects,6,135.000017,nan,nan,5.009956e-11,0.6859
n30_graph1,30,1.0,1.0,2.5,insects,2,187.500000,nan,nan,3.079775e-06,0.0092
n30_graph1,30,1.0,1.0,2.5,insects,4,187.500000,nan,nan,8.389293e-11,0.0317
n30_graph1,30,1.0,1.0,2.5,insects,6,187.500000,nan,nan,2.720524e-15,0.6631
n30_graph1,30,1.0,1.0,5.0,insects,2,375.000000,nan,nan,9.358048e-13,0.0097
