graph_id,n,h,beta,step_n_mult,samples_per_segment,n_segments,burnin,total_steps,log_Z,runtime_s
n40_graph0,40,1.0,0.1,1,300,37,3000,122100,28.537702,0.1195
n40_graph0,40,1.0,0.1,1,1000,37,3000,148000,28.585535,0.1500
n40_graph0,40,1.0,0.1,1,3000,37,3000,222000,28.614985,0.2375
n40_graph0,40,1.0,0.1,1,10000,37,3000,481000,28.195735,0.5367
n40_graph0,40,1.0,0.2,1,100,33,3000,102300,29.876669,0.1012
n40_graph0,40,1.0,0.2,1,300,33,3000,108900,30.219569,0.1088
n40_graph0,40,1.0,0.2,1,1000,33,3000,132000,30.342173,0.1330
n40_graph0,40,1.0,0.2,1,3000,33,3000,198000,30.365416,0.2137
n40_graph0,40,1.0,0.2,1,10000,33,3000,429000,30.698840,0.4802
n40_graph0,40,1.0,0.3,1,100,29,3000,89900,34.922575,0.0883
n40_graph0,40,1.0,0.3,1,300,29,3000,95700,34.807331,0.0963
n40_graph0,40,1.0,0.3,1,1000,29,3000,116000,35.294189,0.1203
n40_graph0,40,1.0,0.3,1,3000,29,3000,174000,34.704520,0.1902
n40_graph0,40,1.0,0.3,1,10000,29,3000,377000,35.075975,0.4276
n40_graph0,40,1.0,0.5,1,100,22,3000,68200,51.042538,0.0691
n40_graph0,40,1.0,0.5,1,300,22,3000,72600,50.939434,0.0750
n40_graph0,40,1.0,0.5,1,1000,22,3000,88000,50.851245,0.0934
n40_graph0,40,1.0,0.5,1,3000,22,3000,132000,50.746061,0.1444
n40_graph0,40,1.0,0.5,1,10000,22,3000,286000,50.859128,0.3390
n40_graph0,40,1.0,0.8,1,100,14,3000,43400,80.086437,0.0450
n40_graph0,40,1.0,0.8,1,300,14,3000,46200,80.003074,0.0505
n40_graph0,40,1.0,0.8,1,1000,14,3000,56000,80.037365,0.0626
n40_graph0,40,1.0,0.8,1,3000,14,3000,84000,80.001633,0.0952
n40_graph0,40,1.0,0.8,1,10000,14,3000,182000,80.084721,0.2150
n40_graph0,40,1.0,1.0,1,100,10,3000,31000,100.106539,0.0322
n40_graph0,40,1.0,1.0,1,300,10,3000,33000,100.127644,0.0360
n40_graph0,40,1.0,1.0,1,1000,10,3000,40000,100.031593,0.0435
n40_graph0,40,1.0,1.0,1,3000,10,3000,60000,100.001299,0.0699
n40_graph0,40,1.0,1.0,1,10000,10,3000,130000,100.020789,0.1533
n40_graph0,40,1.0,1.3,1,100,6,3000,18600,130.220845,0.0199
n40_graph0,40,1.0,1.3,1,300,6,3000,19800,129.872646,0.0212
n40_graph0,40,1.0,1.3,1,1000,6,3000,24000,129.978267,0.0259
n40_graph0,40,1.0,1.3,1,3000,6,3000,36000,129.990040,0.0434
n40_graph0,40,1.0,1.3,1,10000,6,3000,78000,130.021044,0.0984
n40_graph0,40,1.0,1.8,1,100,3,3000,9300,180.014163,0.0096
n40_graph0,40,1.0,1.8,1,300,3,3000,9900,180.036038,0.0111
n40_graph0,40,1.0,1.8,1,1000,3,3000,12000,179.978057,0.0130
n40_graph0,40,1.0,1.8,1,3000,3,3000,18000,179.967734,0.0209
n40_graph0,40,1.0,1.8,1,10000,3,3000,39000,180.004935,0.0469
n40_graph0,40,1.0,2.5,1,100,1,3000,3100,249.995306,0.0034
n40_graph0,40,1.0,2.5,1,300,1,3000,3300,250.000730,0.0035
n40_graph0,40,1.0,2.5,1,1000,1,3000,4000,250.002979,0.0050
n40_graph0,40,1.0,2.5,1,3000,1,3000,6000,249.997188,0.0070
n40_graph0,40,1.0,2.5,1,10000,1,3000,13000,250.000088,0.0153
n40_graph0,40,1.0,5.0,1,100,1,3000,3100,500.000265,0.0035
n40_graph0,40,1.0,5.0,1,300,1,3000,3300,500.000144,0.0035
n40_graph0,40,1.0,5.0,1,1000,1,3000,4000,499.999995,0.0043
n40_graph0,40,1.0,5.0,1,3000,1,3000,6000,499.999980,0.0066
n40_graph0,40,1.0,5.0,1,10000,1,3000,13000,500.000000,0.0159
n40_graph1,40,0.0,0.1,1,100,40,3000,124000,27.185031,0.1214
n40_graph1,40,0.0,0.1,1,300,40,3000,132000,28.078498,0.1301
n40_graph1,40,0.0,0.1,1,1000,40,3000,160000,27.861020,0.1677
n40_graph1,40,0.0,0.1,1,3000,40,3000,240000,28.111078,0.2662
n40_graph1,40,0.0,0.1,1,10000,40,3000,520000,28.089762,0.5679
n40_graph1,40,0.0,0.2,1,100,40,3000,124000,28.923458,0.1180
n40_graph1,40,0.0,0.2,1,300,40,3000,132000,28.213343,0.1261
n40_graph1,40,0.0,0.2,1,1000,40,3000,160000,28.909549,0.1580
n40_graph1,40,0.0,0.2,1,3000,40,3000,240000,28.614613,0.2565
n40_graph1,40,0.0,0.2,1,10000,40,3000,520000,29.041668,0.5887
n40_graph1,40,0.0,0.3,1,100,40,3000,124000,31.535880,0.1204
n40_graph1,40,0.0,0.3,1,300,40,3000,132000,29.476327,0.1307
n40_graph1,40,0.0,0.3,1,1000,40,3000,160000,30.214274,0.1656
n40_graph1,40,0.0,0.3,1,3000,40,3000,240000,30.303245,0.2563
n40_graph1,40,0.0,0.3,1,10000,40,3000,520000,30.501814,0.6012
n40_graph1,40,0.0,0.5,1,100,40,3000,124000,36.378161,0.1275
n40_graph1,40,0.0,0.5,1,300,40,3000,132000,32.482302,0.1347
n40_graph1,40,0.0,0.5,1,1000,40,3000,160000,nan,0.1586
n40_graph1,40,0.0,0.5,1,3000,40,3000,240000,35.763914,0.2454
n40_graph1,40,0.0,0.5,1,10000,40,3000,520000,34.320106,0.5548
n40_graph1,40,0.0,0.8,1,100,40,3000,124000,nan,0.1172
n40_graph1,40,0.0,0.8,1,300,40,3000,132000,47.600706,0.1251
n40_graph1,40,0.0,0.8,1,1000,40,3000,160000,nan,0.1592
n40_graph1,40,0.0,0.8,1,3000,40,3000,240000,nan,0.2444
n40_graph1,40,0.0,0.8,1,10000,40,3000,520000,48.787594,0.5677
n40_graph1,40,0.0,1.0,1,100,40,3000,124000,nan,0.1152
n40_graph1,40,0.0,1.0,1,300,40,3000,132000,nan,0.1225
n40_graph1,40,0.0,1.0,1,1000,40,3000,160000,61.104931,0.1564
n40_graph1,40,0.0,1.0,1,3000,40,3000,240000,61.016165,0.2413
n40_graph1,40,0.0,1.0,1,10000,40,3000,520000,60.177303,0.5625
n40_graph1,40,0.0,1.3,1,100,40,3000,124000,76.728585,0.1188
n40_graph1,40,0.0,1.3,1,300,40,3000,132000,78.107802,0.1299
n40_graph1,40,0.0,1.3,1,1000,40,3000,160000,80.403442,0.1653
n40_graph1,40,0.0,1.3,1,3000,40,3000,240000,79.923930,0.2579
n40_graph1,40,0.0,1.3,1,10000,40,3000,520000,78.707110,0.5847
n40_graph1,40,0.0,1.8,1,100,40,3000,124000,106.002764,0.1268
n40_graph1,40,0.0,1.8,1,300,40,3000,132000,nan,0.1351
n40_graph1,40,0.0,1.8,1,1000,40,3000,160000,nan,0.1613
n40_graph1,40,0.0,1.8,1,3000,40,3000,240000,109.395983,0.2428
n40_graph1,40,0.0,1.8,1,10000,40,3000,520000,108.359096,0.5482
n40_graph1,40,0.0,2.5,1,100,40,3000,124000,150.326095,0.1170
n40_graph1,40,0.0,2.5,1,300,40,3000,132000,nan,0.1233
n40_graph1,40,0.0,2.5,1,1000,40,3000,160000,150.249518,0.1545
n40_graph1,40,0.0,2.5,1,3000,40,3000,240000,151.206628,0.2430
n40_graph1,40,0.0,2.5,1,10000,40,3000,520000,150.646679,0.5513
n40_graph1,40,0.0,5.0,1,100,40,3000,124000,302.240281,0.1161
n40_graph1,40,0.0,5.0,1,300,40,3000,132000,nan,0.1248
n40_graph1,40,0.0,5.0,1,1000,40,3000,160000,nan,0.1557
n40_graph1,40,0.0,5.0,1,3000,40,3000,240000,300.500319,0.2419
n40_graph1,40,0.0,5.0,1,10000,40,3000,520000,300.987519,0.5430
n40_graph1,40,0.1,0.1,1,100,40,3000,124000,27.321600,0.1094
n40_graph1,40,0.1,0.1,1,300,40,3000,132000,27.900635,0.1182
n40_graph1,40,0.1,0.1,1,1000,40,3000,160000,27.761887,0.1466
n40_graph1,40,0.1,0.1,1,3000,40,3000,240000,28.012909,0.2300
n40_graph1,40,0.1,0.1,1,10000,40,3000,520000,27.999891,0.5200
n40_graph1,40,0.1,0.2,1,100,40,3000,124000,28.373742,0.1106
n40_graph1,40,0.1,0.2,1,300,40,3000,132000,28.980198,0.1185
n40_graph1,40,0.1,0.2,1,1000,40,3000,160000,29.155540,0.1456
n40_graph1,40,0.1,0.2,1,3000,40,3000,240000,29.230589,0.2317
n40_graph1,40,0.1,0.2,1,10000,40,3000,520000,28.839745,0.5226
n40_graph1,40,0.1,0.3,1,100,39,3000,120900,29.252464,0.1080
n40_graph1,40,0.1,0.3,1,300,39,3000,128700,31.040918,0.1159
n40_graph1,40,0.1,0.3,1,1000,39,3000,156000,30.656285,0.1460
n40_graph1,40,0.1,0.3,1,3000,39,3000,234000,30.597852,0.2265
n40_graph1,40,0.1,0.3,1,10000,39,3000,507000,30.579501,0.5181
n40_graph1,40,0.1,0.5,1,100,39,3000,120900,33.687175,0.1101
n40_graph1,40,0.1,0.5,1,300,39,3000,128700,35.086297,0.1177
n40_graph1,40,0.1,0.5,1,1000,39,3000,156000,36.271471,0.1467
n40_graph1,40,0.1,0.5,1,3000,39,3000,234000,35.784693,0.2287
n40_graph1,40,0.1,0.5,1,10000,39,3000,507000,36.088199,0.5214
n40_graph1,40,0.1,0.8,1,100,37,3000,114700,50.672636,0.1058
n40_graph1,40,0.1,0.8,1,300,37,3000,122100,51.977057,0.1133
n40_graph1,40,0.1,0.8,1,1000,37,3000,148000,51.560424,0.1419
n40_graph1,40,0.1,0.8,1,3000,37,3000,222000,51.332277,0.2233
n40_graph1,40,0.1,0.8,1,10000,37,3000,481000,51.717501,0.5042
n40_graph1,40,0.1,1.0,1,100,37,3000,114700,63.771243,0.1073
n40_graph1,40,0.1,1.0,1,300,37,3000,122100,64.702425,0.1209
n40_graph1,40,0.1,1.0,1,1000,37,3000,148000,64.431371,0.1472
n40_graph1,40,0.1,1.0,1,3000,37,3000,222000,64.409952,0.2302
n40_graph1,40,0.1,1.0,1,10000,37,3000,481000,64.053580,0.5321
n40_graph1,40,0.1,1.3,1,100,35,3000,108500,82.677038,0.1043
n40_graph1,40,0.1,1.3,1,300,35,3000,115500,83.022381,0.1092
n40_graph1,40,0.1,1.3,1,1000,35,3000,140000,83.523901,0.1412
n40_graph1,40,0.1,1.3,1,3000,35,3000,210000,83.307425,0.2605
n40_graph1,40,0.1,1.3,1,10000,35,3000,455000,83.392491,0.5018
n40_graph1,40,0.1,1.8,1,100,33,3000,102300,114.678670,0.0977
n40_graph1,40,0.1,1.8,1,300,33,3000,108900,114.677604,0.1073
n40_graph1,40,0.1,1.8,1,1000,33,3000,132000,114.930435,0.1313
n40_graph1,40,0.1,1.8,1,3000,33,3000,198000,114.730931,0.2105
n40_graph1,40,0.1,1.8,1,10000,33,3000,429000,115.230275,0.4800
n40_graph1,40,0.1,2.5,1,100,31,3000,96100,159.838152,0.0895
n40_graph1,40,0.1,2.5,1,300,31,3000,102300,160.832571,0.0964
n40_graph1,40,0.1,2.5,1,1000,31,3000,124000,160.518274,0.1212
n40_graph1,40,0.1,2.5,1,3000,31,3000,186000,160.073800,0.1902
n40_graph1,40,0.1,2.5,1,10000,31,3000,403000,160.031888,0.4290
n40_graph1,40,0.1,5.0,1,100,22,3000,68200,320.029205,0.0668
n40_graph1,40,0.1,5.0,1,300,22,3000,72600,320.014392,0.0733
n40_graph1,40,0.1,5.0,1,1000,22,3000,88000,319.987225,0.0901
n40_graph1,40,0.1,5.0,1,3000,22,3000,132000,320.127715,0.1415
n40_graph1,40,0.1,5.0,1,10000,22,3000,286000,320.017604,0.3381
n40_graph1,40,0.2,0.1,1,100,40,3000,124000,27.182665,0.1100
n40_graph1,40,0.2,0.1,1,300,40,3000,132000,27.134874,0.1205
n40_graph1,40,0.2,0.1,1,1000,40,3000,160000,28.934501,0.1501
n40_graph1,40,0.2,0.1,1,3000,40,3000,240000,28.214983,0.2375
n40_graph1,40,0.2,0.1,1,10000,40,3000,520000,28.038381,0.5405
n40_graph1,40,0.2,0.2,1,100,39,3000,120900,30.749169,0.1119
n40_graph1,40,0.2,0.2,1,300,39,3000,128700,28.971719,0.1170
n40_graph1,40,0.2,0.2,1,1000,39,3000,156000,29.518919,0.1444
n40_graph1,40,0.2,0.2,1,3000,39,3000,234000,29.200906,0.2244
n40_graph1,40,0.2,0.2,1,10000,39,3000,507000,28.898415,0.5105
n40_graph1,40,0.2,0.3,1,100,38,3000,117800,30.812345,0.1030
n40_graph1,40,0.2,0.3,1,300,38,3000,125400,30.811669,0.1125
n40_graph1,40,0.2,0.3,1,1000,38,3000,152000,29.337012,0.1416
n40_graph1,40,0.2,0.3,1,3000,38,3000,228000,30.485689,0.2209
n40_graph1,40,0.2,0.3,1,10000,38,3000,494000,30.575497,0.5074
n40_graph1,40,0.2,0.5,1,100,37,3000,114700,36.774925,0.1044
n40_graph1,40,0.2,0.5,1,300,37,3000,122100,35.911599,0.1179
n40_graph1,40,0.2,0.5,1,1000,37,3000,148000,37.030615,0.1466
n40_graph1,40,0.2,0.5,1,3000,37,3000,222000,37.152683,0.2320
n40_graph1,40,0.2,0.5,1,10000,37,3000,481000,37.087757,0.5204
n40_graph1,40,0.2,0.8,1,100,34,3000,105400,54.016538,0.0982
n40_graph1,40,0.2,0.8,1,300,34,3000,112200,54.133634,0.1046
n40_graph1,40,0.2,0.8,1,1000,34,3000,136000,54.660728,0.1299
n40_graph1,40,0.2,0.8,1,3000,34,3000,204000,54.661338,0.2057
n40_graph1,40,0.2,0.8,1,10000,34,3000,442000,54.575006,0.4703
n40_graph1,40,0.2,1.0,1,100,33,3000,102300,67.166568,0.1011
n40_graph1,40,0.2,1.0,1,300,33,3000,108900,68.730235,0.1074
n40_graph1,40,0.2,1.0,1,1000,33,3000,132000,67.819926,0.1367
n40_graph1,40,0.2,1.0,1,3000,33,3000,198000,68.009196,0.2118
n40_graph1,40,0.2,1.0,1,10000,33,3000,429000,67.981357,0.4688
n40_graph1,40,0.2,1.3,1,100,30,3000,93000,88.135496,0.0869
n40_graph1,40,0.2,1.3,1,300,30,3000,99000,88.166421,0.0939
n40_graph1,40,0.2,1.3,1,1000,30,3000,120000,88.507228,0.1163
n40_graph1,40,0.2,1.3,1,3000,30,3000,180000,88.418793,0.1832
n40_graph1,40,0.2,1.3,1,10000,30,3000,390000,88.294146,0.4152
n40_graph1,40,0.2,1.8,1,100,27,3000,83700,122.886490,0.0909
n40_graph1,40,0.2,1.8,1,300,27,3000,89100,122.280752,0.0892
n40_graph1,40,0.2,1.8,1,1000,27,3000,108000,122.629799,0.1088
n40_graph1,40,0.2,1.8,1,3000,27,3000,162000,122.627098,0.1728
n40_graph1,40,0.2,1.8,1,10000,27,3000,351000,122.371988,0.3958
n40_graph1,40,0.2,2.5,1,100,22,3000,68200,169.118736,0.0672
n40_graph1,40,0.2,2.5,1,300,22,3000,72600,169.869053,0.0721
n40_graph1,40,0.2,2.5,1,1000,22,3000,88000,170.023609,0.0896
n40_graph1,40,0.2,2.5,1,3000,22,3000,132000,169.941883,0.1410
n40_graph1,40,0.2,2.5,1,10000,22,3000,286000,169.943128,0.3201
n40_graph1,40,0.2,5.0,1,100,10,3000,31000,339.981417,0.0315
n40_graph1,40,0.2,5.0,1,300,10,3000,33000,340.142975,0.0334
n40_graph1,40,0.2,5.0,1,1000,10,3000,40000,339.950389,0.0415
n40_graph1,40,0.2,5.0,1,3000,10,3000,60000,340.020866,0.0655
n40_graph1,40,0.2,5.0,1,10000,10,3000,130000,339.982447,0.1503
n40_graph1,40,0.5,0.1,1,100,39,3000,120900,27.820790,0.1063
n40_graph1,40,0.5,0.1,1,300,39,3000,128700,28.172359,0.1145
n40_graph1,40,0.5,0.1,1,1000,39,3000,156000,27.988956,0.1427
n40_graph1,40,0.5,0.1,1,3000,39,3000,234000,28.197262,0.2242
n40_graph1,40,0.5,0.1,1,10000,39,3000,507000,28.286948,0.5112
n40_graph1,40,0.5,0.2,1,100,37,3000,114700,28.988431,0.1007
n40_graph1,40,0.5,0.2,1,300,37,3000,122100,29.009640,0.1108
n40_graph1,40,0.5,0.2,1,1000,37,3000,148000,29.561878,0.1372
n40_graph1,40,0.5,0.2,1,3000,37,3000,222000,28.761722,0.2128
n40_graph1,40,0.5,0.2,1,10000,37,3000,481000,29.073242,0.4881
n40_graph1,40,0.5,0.3,1,100,35,3000,108500,29.114448,0.0970
n40_graph1,40,0.5,0.3,1,300,35,3000,115500,32.133410,0.1040
n40_graph1,40,0.5,0.3,1,1000,35,3000,140000,31.785969,0.1295
n40_graph1,40,0.5,0.3,1,3000,35,3000,210000,31.538042,0.2059
n40_graph1,40,0.5,0.3,1,10000,35,3000,455000,31.730109,0.4703
n40_graph1,40,0.5,0.5,1,100,31,3000,96100,42.257434,0.0881
n40_graph1,40,0.5,0.5,1,300,31,3000,102300,41.715044,0.0956
n40_graph1,40,0.5,0.5,1,1000,31,3000,124000,41.969734,0.1179
n40_graph1,40,0.5,0.5,1,3000,31,3000,186000,41.588867,0.1882
n40_graph1,40,0.5,0.5,1,10000,31,3000,403000,41.554858,0.4215
n40_graph1,40,0.5,0.8,1,100,25,3000,77500,63.320591,0.0726
n40_graph1,40,0.5,0.8,1,300,25,3000,82500,64.081531,0.0768
n40_graph1,40,0.5,0.8,1,1000,25,3000,100000,64.209224,0.0972
n40_graph1,40,0.5,0.8,1,3000,25,3000,150000,64.103952,0.1515
n40_graph1,40,0.5,0.8,1,10000,25,3000,325000,64.142753,0.3460
n40_graph1,40,0.5,1.0,1,100,22,3000,68200,80.215047,0.0633
n40_graph1,40,0.5,1.0,1,300,22,3000,72600,79.914230,0.0701
n40_graph1,40,0.5,1.0,1,1000,22,3000,88000,80.088138,0.0857
n40_graph1,40,0.5,1.0,1,3000,22,3000,132000,80.172157,0.1375
n40_graph1,40,0.5,1.0,1,10000,22,3000,286000,80.093378,0.3050
n40_graph1,40,0.5,1.3,1,100,18,3000,55800,103.975665,0.0534
n40_graph1,40,0.5,1.3,1,300,18,3000,59400,103.920137,0.0567
n40_graph1,40,0.5,1.3,1,1000,18,3000,72000,104.034244,0.0702
n40_graph1,40,0.5,1.3,1,3000,18,3000,108000,103.936024,0.1104
n40_graph1,40,0.5,1.3,1,10000,18,3000,234000,103.982764,0.2511
n40_graph1,40,0.5,1.8,1,100,12,3000,37200,144.175132,0.0361
n40_graph1,40,0.5,1.8,1,300,12,3000,39600,143.989907,0.0378
n40_graph1,40,0.5,1.8,1,1000,12,3000,48000,143.949617,0.0472
n40_graph1,40,0.5,1.8,1,3000,12,3000,72000,144.060572,0.0736
n40_graph1,40,0.5,1.8,1,10000,12,3000,156000,143.973845,0.1679
n40_graph1,40,0.5,2.5,1,100,7,3000,21700,199.999989,0.0205
n40_graph1,40,0.5,2.5,1,300,7,3000,23100,199.923654,0.0223
n40_graph1,40,0.5,2.5,1,1000,7,3000,28000,200.015140,0.0284
n40_graph1,40,0.5,2.5,1,3000,7,3000,42000,199.992840,0.0428
n40_graph1,40,0.5,2.5,1,10000,7,3000,91000,199.983302,0.0975
n40_graph1,40,0.5,5.0,1,100,1,3000,3100,400.000255,0.0030
n40_graph1,40,0.5,5.0,1,300,1,3000,3300,400.007871,0.0031
n40_graph1,40,0.5,5.0,1,1000,1,3000,4000,399.993915,0.0040
n40_graph1,40,0.5,5.0,1,3000,1,3000,6000,399.999539,0.0060
n40_graph1,40,0.5,5.0,1,10000,1,3000,13000,399.999494,0.0138
n40_graph1,40,1.0,0.1,1,100,37,3000,114700,27.919625,0.1004
n40_graph1,40,1.0,0.1,1,300,37,3000,122100,28.404959,0.1074
n40_graph1,40,1.0,0.1,1,1000,37,3000,148000,28.130021,0.1369
n40_graph1,40,1.0,0.1,1,3000,37,3000,222000,28.051386,0.2132
n40_graph1,40,1.0,0.1,1,10000,37,3000,481000,28.483909,0.5019
n40_graph1,40,1.0,0.2,1,100,33,3000,102300,30.107264,0.0954
n40_graph1,40,1.0,0.2,1,300,33,3000,108900,30.242059,0.1030
n40_graph1,40,1.0,0.2,1,1000,33,3000,132000,30.008205,0.1282
n40_graph1,40,1.0,0.2,1,3000,33,3000,198000,30.942390,0.1941
n40_graph1,40,1.0,0.2,1,10000,33,3000,429000,30.276875,0.4341
n40_graph1,40,1.0,0.3,1,100,29,3000,89900,35.365790,0.0802
n40_graph1,40,1.0,0.3,1,300,29,3000,95700,35.303906,0.0855
n40_graph1,40,1.0,0.3,1,1000,29,3000,116000,34.357062,0.1103
n40_graph1,40,1.0,0.3,1,3000,29,3000,174000,35.087695,0.1720
n40_graph1,40,1.0,0.3,1,10000,29,3000,377000,35.045190,0.3900
n40_graph1,40,1.0,0.5,1,100,22,3000,68200,50.472010,0.0630
n40_graph1,40,1.0,0.5,1,300,22,3000,72600,50.967432,0.0674
n40_graph1,40,1.0,0.5,1,1000,22,3000,88000,50.997213,0.0834
n40_graph1,40,1.0,0.5,1,3000,22,3000,132000,51.013758,0.1343
n40_graph1,40,1.0,0.5,1,10000,22,3000,286000,50.917458,0.3004
n40_graph1,40,1.0,0.8,1,100,14,3000,43400,79.690117,0.0409
n40_graph1,40,1.0,0.8,1,300,14,3000,46200,79.766957,0.0439
n40_graph1,40,1.0,0.8,1,1000,14,3000,56000,79.956707,0.0550
n40_graph1,40,1.0,0.8,1,3000,14,3000,84000,80.063924,0.0856
n40_graph1,40,1.0,0.8,1,10000,14,3000,182000,80.074023,0.1930
n40_graph1,40,1.0,1.0,1,100,10,3000,31000,100.263290,0.0295
n40_graph1,40,1.0,1.0,1,300,10,3000,33000,99.977189,0.0314
n40_graph1,40,1.0,1.0,1,1000,10,3000,40000,100.005403,0.0384
n40_graph1,40,1.0,1.0,1,3000,10,3000,60000,100.020421,0.0613
n40_graph1,40,1.0,1.0,1,10000,10,3000,130000,100.020553,0.1385
n40_graph1,40,1.0,1.3,1,100,6,3000,18600,129.994100,0.0177
n40_graph1,40,1.0,1.3,1,300,6,3000,19800,129.985473,0.0189
n40_graph1,40,1.0,1.3,1,1000,6,3000,24000,130.024247,0.0231
n40_graph1,40,1.0,1.3,1,3000,6,3000,36000,130.028169,0.0364
n40_graph1,40,1.0,1.3,1,10000,6,3000,78000,129.991853,0.0833
n40_graph1,40,1.0,1.8,1,100,3,3000,9300,180.058883,0.0086
n40_graph1,40,1.0,1.8,1,300,3,3000,9900,180.012335,0.0093
n40_graph1,40,1.0,1.8,1,1000,3,3000,12000,179.998748,0.0116
n40_graph1,40,1.0,1.8,1,3000,3,3000,18000,180.008409,0.0182
n40_graph1,40,1.0,1.8,1,10000,3,3000,39000,179.995540,0.0422
n40_graph1,40,1.0,2.5,1,100,1,3000,3100,249.997594,0.0029
n40_graph1,40,1.0,2.5,1,300,1,3000,3300,250.012738,0.0035
n40_graph1,40,1.0,2.5,1,1000,1,3000,4000,249.993005,0.0039
n40_graph1,40,1.0,2.5,1,3000,1,3000,6000,249.998734,0.0061
n40_graph1,40,1.0,2.5,1,10000,1,3000,13000,250.004071,0.0138
n40_graph1,40,1.0,5.0,1,100,1,3000,3100,499.999916,0.0029
n40_graph1,40,1.0,5.0,1,300,1,3000,3300,500.000145,0.0034
n40_graph1,40,1.0,5.0,1,1000,1,3000,4000,500.000001,0.0039
n40_graph1,40,1.0,5.0,1,3000,1,3000,6000,500.000033,0.0061
n40_graph1,40,1.0,5.0,1,10000,1,3000,13000,499.999998,0.0143
n50_graph0,50,0.0,0.1,1,100,50,3000,155000,34.969939,0.1148
n50_graph0,50,0.0,0.1,1,300,50,3000,165000,34.919523,0.1281
n50_graph0,50,0.0,0.1,1,1000,50,3000,200000,34.438580,0.1639
n50_graph0,50,0.0,0.1,1,3000,50,3000,300000,35.284575,0.2734
n50_graph0,50,0.0,0.1,1,10000,50,3000,650000,35.230963,0.5706
n50_graph0,50,0.0,0.2,1,100,50,3000,155000,36.813058,0.1131
n50_graph0,50,0.0,0.2,1,300,50,3000,165000,34.957826,0.1265
n50_graph0,50,0.0,0.2,1,1000,50,3000,200000,35.784713,0.1515
n50_graph0,50,0.0,0.2,1,3000,50,3000,300000,35.996874,0.2469
n50_graph0,50,0.0,0.2,1,10000,50,3000,650000,36.253766,0.5583
n50_graph0,50,0.0,0.3,1,100,50,3000,155000,37.958733,0.1196
n50_graph0,50,0.0,0.3,1,300,50,3000,165000,36.989344,0.1270
n50_graph0,50,0.0,0.3,1,1000,50,3000,200000,37.306684,0.1598
n50_graph0,50,0.0,0.3,1,3000,50,3000,300000,37.861553,0.2433
n50_graph0,50,0.0,0.3,1,10000,50,3000,650000,38.144243,0.5780
n50_graph0,50,0.0,0.5,1,100,50,3000,155000,nan,0.1184
n50_graph0,50,0.0,0.5,1,300,50,3000,165000,40.107621,0.1251
n50_graph0,50,0.0,0.5,1,1000,50,3000,200000,45.564199,0.1577
n50_graph0,50,0.0,0.5,1,3000,50,3000,300000,44.519367,0.2492
n50_graph0,50,0.0,0.5,1,10000,50,3000,650000,43.301777,0.5715
n50_graph0,50,0.0,0.8,1,100,50,3000,155000,59.449183,0.1196
n50_graph0,50,0.0,0.8,1,300,50,3000,165000,61.442993,0.1293
n50_graph0,50,0.0,0.8,1,1000,50,3000,200000,60.662673,0.1547
n50_graph0,50,0.0,0.8,1,3000,50,3000,300000,62.303751,0.2533
n50_graph0,50,0.0,0.8,1,10000,50,3000,650000,nan,0.5614
n50_graph0,50,0.0,1.0,1,100,50,3000,155000,nan,0.1179
n50_graph0,50,0.0,1.0,1,300,50,3000,165000,nan,0.1262
n50_graph0,50,0.0,1.0,1,1000,50,3000,200000,76.645275,0.1602
n50_graph0,50,0.0,1.0,1,3000,50,3000,300000,75.692458,0.2478
n50_graph0,50,0.0,1.0,1,10000,50,3000,650000,74.904323,0.5799
n50_graph0,50,0.0,1.3,1,100,50,3000,155000,nan,0.1171
n50_graph0,50,0.0,1.3,1,300,50,3000,165000,nan,0.1295
n50_graph0,50,0.0,1.3,1,1000,50,3000,200000,96.682809,0.1606
n50_graph0,50,0.0,1.3,1,3000,50,3000,300000,97.469507,0.2745
n50_graph0,50,0.0,1.3,1,10000,50,3000,650000,98.974810,0.5744
n50_graph0,50,0.0,1.8,1,100,50,3000,155000,nan,0.1200
n50_graph0,50,0.0,1.8,1,300,50,3000,165000,nan,0.1315
n50_graph0,50,0.0,1.8,1,1000,50,3000,200000,nan,0.1721
n50_graph0,50,0.0,1.8,1,3000,50,3000,300000,nan,0.2792
n50_graph0,50,0.0,1.8,1,10000,50,3000,650000,134.759015,0.5672
n50_graph0,50,0.0,2.5,1,100,50,3000,155000,186.326037,0.1175
n50_graph0,50,0.0,2.5,1,300,50,3000,165000,188.807857,0.1290
n50_graph0,50,0.0,2.5,1,1000,50,3000,200000,nan,0.1651
n50_graph0,50,0.0,2.5,1,3000,50,3000,300000,187.820918,0.2586
n50_graph0,50,0.0,2.5,1,10000,50,3000,650000,188.482976,0.5791
n50_graph0,50,0.0,5.0,1,100,50,3000,155000,377.345813,0.1298
n50_graph0,50,0.0,5.0,1,300,50,3000,165000,nan,0.1320
n50_graph0,50,0.0,5.0,1,1000,50,3000,200000,375.619008,0.1640
n50_graph0,50,0.0,5.0,1,3000,50,3000,300000,nan,0.2682
n50_graph0,50,0.0,5.0,1,10000,50,3000,650000,374.959764,0.5818
n50_graph0,50,0.1,0.1,1,100,50,3000,155000,34.842901,0.1176
n50_graph0,50,0.1,0.1,1,300,50,3000,165000,34.997769,0.1247
n50_graph0,50,0.1,0.1,1,1000,50,3000,200000,35.647343,0.1559
n50_graph0,50,0.1,0.1,1,3000,50,3000,300000,35.170824,0.2452
